"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"CARDIOVASCULAR ULTRASOUND","1476-7120","1476-7120","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cardiovascular & Respiratory Systems"
"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS","1522-1946","1522-726X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cardiovascular & Respiratory Systems"
"CELLULAR AND MOLECULAR GASTROENTEROLOGY AND HEPATOLOGY","2352-345X","2352-345X","ELSEVIER INC","525 B STREET, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Gastroenterology And Hepatology"
"CELLULAR ONCOLOGY","2211-3428","2211-3436","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Oncology"
"CENTRAL EUROPEAN JOURNAL OF PUBLIC HEALTH","1210-7778","1803-1048","NATL INST PUBLIC HEALTH","DEPT SCIENTIFIC INFORMATION, SROBAROVA 48, PRAGUE 10, CZECH REPUBLIC, 100 42","English","Environmental Medicine & Public Health"
"CEPHALALGIA","0333-1024","1468-2982","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Neurology"
"CEREBROVASCULAR DISEASES","1015-9770","1421-9786","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Neurology"
"CHEMOTHERAPY","0009-3157","1421-9794","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Pharmacology/Toxicology"
"CHEST","0012-3692","1931-3543","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Cardiovascular & Respiratory Systems"
"CHILD AND ADOLESCENT MENTAL HEALTH","1475-357X","1475-3588","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Psychology & Psychiatry"
"CHILD CARE HEALTH AND DEVELOPMENT","0305-1862","1365-2214","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pediatrics"
"CHILDREN-BASEL","2227-9067","2227-9067","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Pediatrics"
"CHILDS NERVOUS SYSTEM","0256-7040","1433-0350","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Pediatrics"
"CHINESE MEDICAL JOURNAL","0366-6999","2542-5641","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","General & Internal Medicine"
"CHIROPRACTIC & MANUAL THERAPIES","2045-709X","2045-709X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Orthopedics, Rehabilitation & Sports Medicine"
"CHIRURG","0009-4722","1433-0385","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","German","Surgery"
"CHRONIC ILLNESS","1742-3953","1745-9206","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Environmental Medicine & Public Health"
"CHRONIC OBSTRUCTIVE PULMONARY DISEASES-JOURNAL OF THE COPD FOUNDATION","2372-952X","2372-952X","COPD FOUNDATION","COPD FOUNDATION, DENVER, USA, CO, 00000","","Cardiovascular & Respiratory Systems"
"CIN-COMPUTERS INFORMATICS NURSING","1538-2931","1538-9774","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Nursing"
"CIRCULATION","0009-7322","1524-4539","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-ARRHYTHMIA AND ELECTROPHYSIOLOGY","1941-3149","1941-3084","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-CARDIOVASCULAR IMAGING","1941-9651","1942-0080","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-CARDIOVASCULAR INTERVENTIONS","1941-7640","1941-7632","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-CARDIOVASCULAR QUALITY AND OUTCOMES","1941-7705","1941-7713","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-GENOMIC AND PRECISION MEDICINE","2574-8300","2574-8300","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION-HEART FAILURE","1941-3289","1941-3297","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Respiratory Systems"
"CIRCULATION JOURNAL","1346-9843","1347-4820","JAPANESE CIRCULATION SOC","18TH FLOOR IMPERIAL HOTEL TOWER, 1-1-1 UCHISAIWAI-CHO CHIYODA-KU, TOYKO, JAPAN, 100-0011","English","Cardiovascular & Respiratory Systems"
"CLEFT PALATE-CRANIOFACIAL JOURNAL","1055-6656","1545-1569","ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS","810 EAST 10TH STREET, LAWRENCE, USA, KS, 66044","English","Dentistry/Oral Surgery & Medicine"
"CLEVELAND CLINIC JOURNAL OF MEDICINE","0891-1150","1939-2869","CLEVELAND CLINIC","9500 EUCLID AVE, CLEVELAND, USA, OH, 44106","English","General & Internal Medicine"
"CLIMACTERIC","1369-7137","1473-0804","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Reproductive Medicine"
"CLINICAL ANATOMY","0897-3806","1098-2353","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","General & Internal Medicine"
"CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS","1076-0296","1938-2723","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Hematology"
"CLINICAL AND EXPERIMENTAL ALLERGY","0954-7894","1365-2222","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Immunology & Infectious Disease"
"CLINICAL AND EXPERIMENTAL DERMATOLOGY","0307-6938","1365-2230","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dermatology"
"CLINICAL AND EXPERIMENTAL NEPHROLOGY","1342-1751","1437-7799","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Urology & Nephrology"
"CLINICAL AND EXPERIMENTAL OBSTETRICS & GYNECOLOGY","0390-6663","0390-6663","IMR PRESS","112 ROBINSON RD, ROBINSON, Singapore, 112","English","Reproductive Medicine"
"CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY","1442-6404","1442-9071","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Ophthalmology"
"CLINICAL AND EXPERIMENTAL OPTOMETRY","0816-4622","1444-0938","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Ophthalmology"
"CLINICAL AND EXPERIMENTAL RHEUMATOLOGY","0392-856X","1593-098X","CLINICAL & EXPER RHEUMATOLOGY","VIA SANTA MARIA 31, PISA, ITALY, 56126","English","Rheumatology"
"CLINICAL AND INVESTIGATIVE MEDICINE","0147-958X","1488-2353","CANADIAN SOC CLINICAL INVESTIGATION","114 CHEYENNE WAY, OTTAWA, CANADA, ON, K2J 0E9","Multi-Language","Research/Laboratory Medicine & Medical Technology"
"CLINICAL AND MOLECULAR HEPATOLOGY","2287-2728","2287-285X","KOREAN ASSOC STUDY LIVER","RM A1210, 53 MAPO-DAERO, MAPOTRAPALACE, DOWHA-DONG, MAPO-GU, SEOUL, SOUTH KOREA, 04158","English","Gastroenterology And Hepatology"
"CLINICAL AND TRANSLATIONAL IMAGING","2281-5872","2281-7565","SPRINGER-VERLAG ITALIA SRL","VIA DECEMBRIO, 28, MILAN, ITALY, 20137","English","Radiology, Nuclear Medicine & Imaging"
"CLINICAL AUTONOMIC RESEARCH","0959-9851","1619-1560","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Neurology"
"CLINICAL BIOMECHANICS","0268-0033","1879-1271","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Orthopedics, Rehabilitation & Sports Medicine"
"CLINICAL BREAST CANCER","1526-8209","1938-0666","CIG MEDIA GROUP, LP","3500 MAPLE AVENUE, STE 750, DALLAS, USA, TX, 75219-3931","English","Oncology"
"CLINICAL CANCER RESEARCH","1078-0432","1557-3265","AMER ASSOC CANCER RESEARCH","615 CHESTNUT ST, 17TH FLOOR, PHILADELPHIA, USA, PA, 19106-4404","English","Oncology"
"CLINICAL CARDIOLOGY","0160-9289","1932-8737","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cardiovascular & Respiratory Systems"
"CLINICAL COLORECTAL CANCER","1533-0028","1938-0674","CIG MEDIA GROUP, LP","3500 MAPLE AVENUE, STE 750, DALLAS, USA, TX, 75219-3931","English","Oncology"
"CLINICAL COSMETIC AND INVESTIGATIONAL DERMATOLOGY","1178-7015","1178-7015","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Dermatology"
"CLINICAL DRUG INVESTIGATION","1173-2563","1179-1918","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology/Toxicology"
"CLINICAL DYSMORPHOLOGY","0962-8827","1473-5717","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Research/Laboratory Medicine & Medical Technology"
"CLINICAL EEG AND NEUROSCIENCE","1550-0594","2169-5202","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Neurology"
"CLINICAL ENDOCRINOLOGY","0300-0664","1365-2265","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Endocrinology, Metabolism & Nutrition"
"CLINICAL EPIDEMIOLOGY","1179-1349","1179-1349","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Environmental Medicine & Public Health"
"CLINICAL GASTROENTEROLOGY AND HEPATOLOGY","1542-3565","1542-7714","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Gastroenterology And Hepatology"
"CLINICAL GENETICS","0009-9163","1399-0004","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Research/Laboratory Medicine & Medical Technology"
"CLINICAL GENITOURINARY CANCER","1558-7673","1938-0682","CIG MEDIA GROUP, LP","3500 MAPLE AVENUE, STE 750, DALLAS, USA, TX, 75219-3931","English","Oncology"
"CLINICAL HEMORHEOLOGY AND MICROCIRCULATION","1386-0291","1875-8622","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG","English","Hematology"
"CLINICAL IMAGING","0899-7071","1873-4499","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Radiology, Nuclear Medicine & Imaging"
"CLINICAL IMMUNOLOGY","1521-6616","1521-7035","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Clinical Immunology & Infectious Disease"
"CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH","1523-0899","1708-8208","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dentistry/Oral Surgery & Medicine"
"CLINICAL INFECTIOUS DISEASES","1058-4838","1537-6591","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Clinical Immunology & Infectious Disease"
"CLINICAL INTERVENTIONS IN AGING","1178-1998","1178-1998","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","General & Internal Medicine"
"CLINICAL JOURNAL OF PAIN","0749-8047","1536-5409","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurology"
"CLINICAL JOURNAL OF SPORT MEDICINE","1050-642X","1536-3724","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Orthopedics, Rehabilitation & Sports Medicine"
"CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY","1555-9041","1555-905X","AMER SOC NEPHROLOGY","1725 I ST, NW STE 510, WASHINGTON, USA, DC, 20006","English","Urology & Nephrology"
"CLINICAL KIDNEY JOURNAL","2048-8505","2048-8513","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Urology & Nephrology"
"CLINICAL LABORATORY","1433-6510","","CLIN LAB PUBL","IM BREITSPIEL 15, HEIDELBERG, GERMANY, D-69126","English","Research/Laboratory Medicine & Medical Technology"
"CLINICAL LUNG CANCER","1525-7304","1938-0690","CIG MEDIA GROUP, LP","3500 MAPLE AVENUE, STE 750, DALLAS, USA, TX, 75219-3931","English","Oncology"
"CLINICAL LYMPHOMA MYELOMA & LEUKEMIA","2152-2650","2152-2669","CIG MEDIA GROUP, LP","3500 MAPLE AVENUE, STE 750, DALLAS, USA, TX, 75219-3931","English","Oncology"
"CLINICAL MASS SPECTROMETRY","2376-9998","2213-8005","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Research/Laboratory Medicine & Medical Technology"
"CLINICAL MEDICINE","1470-2118","1473-4893","ROY COLL PHYS LONDON EDITORIAL OFFICE","11 ST ANDREWS PLACE REGENTS PARK, LONDON, ENGLAND, NW1 4LE","English","General & Internal Medicine"
"CLINICAL MICROBIOLOGY AND INFECTION","1198-743X","1469-0691","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Clinical Immunology & Infectious Disease"
"CLINICAL NEPHROLOGY","0301-0430","0301-0430","DUSTRI-VERLAG DR KARL FEISTLE","BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032","English","Urology & Nephrology"
"CLINICAL NEUROLOGY AND NEUROSURGERY","0303-8467","1872-6968","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Neurology"
"CLINICAL NEUROPATHOLOGY","0722-5091","0722-5091","DUSTRI-VERLAG DR KARL FEISTLE","BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032","English","Neurology"
"CLINICAL NUCLEAR MEDICINE","0363-9762","1536-0229","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Radiology, Nuclear Medicine & Imaging"
"CLINICAL NUTRITION","0261-5614","1532-1983","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF","English","Endocrinology, Metabolism & Nutrition"
"CLINICAL OBSTETRICS AND GYNECOLOGY","0009-9201","1532-5520","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Reproductive Medicine"
"CLINICAL ONCOLOGY","0936-6555","1433-2981","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Oncology"
"CLINICAL ORAL IMPLANTS RESEARCH","0905-7161","1600-0501","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dentistry/Oral Surgery & Medicine"
"CLINICAL ORAL INVESTIGATIONS","1432-6981","1436-3771","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Dentistry/Oral Surgery & Medicine"
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","0009-921X","1528-1132","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Orthopedics, Rehabilitation & Sports Medicine"
"CLINICAL OTOLARYNGOLOGY","1749-4478","1749-4486","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Otolaryngology"
"CLINICAL PEDIATRICS","0009-9228","1938-2707","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Pediatrics"
"CLINICAL PHARMACOKINETICS","0312-5963","1179-1926","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology/Toxicology"
"CLINICAL PHARMACOLOGY & THERAPEUTICS","0009-9236","1532-6535","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology/Toxicology"
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING","1475-0961","1475-097X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","General & Internal Medicine"
"CLINICAL PSYCHOLOGICAL SCIENCE","2167-7026","2167-7034","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English",""
"CLINICAL PSYCHOLOGIST","1328-4207","1742-9552","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Clinical Psychology & Psychiatry"
"CLINICAL PSYCHOPHARMACOLOGY AND NEUROSCIENCE","1738-1088","2093-4327","KOREAN COLL NEUROPSYCHOPHARMACOLOGY","RN 1003 OFFICETEL 40, 63-RO YEONGDEUNGPO-GU, SEOUL, SOUTH KOREA, 150-731","English",""
"CLINICAL RADIOLOGY","0009-9260","1365-229X","W B SAUNDERS CO LTD","32 JAMESTOWN RD, LONDON, ENGLAND, NW1 7BY","English","Radiology, Nuclear Medicine & Imaging"
"CLINICAL REHABILITATION","0269-2155","1477-0873","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Orthopedics, Rehabilitation & Sports Medicine"
"CLINICAL RESEARCH IN CARDIOLOGY","1861-0684","1861-0692","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Cardiovascular & Respiratory Systems"
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","1080-0549","1559-0267","HUMANA PRESS INC","999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512","English","Clinical Immunology & Infectious Disease"
"CLINICAL RHEUMATOLOGY","0770-3198","1434-9949","SPRINGER LONDON LTD","236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL","English","Rheumatology"
"CLINICAL SPINE SURGERY","2380-0186","2380-0186","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurology"
"CLINICAL THERAPEUTICS","0149-2918","1879-114X","ELSEVIER","685 ROUTE 202-206, BRIDGEWATER, USA, NJ, 08807","English","Pharmacology/Toxicology"
"CLINICAL TOXICOLOGY","1556-3650","1556-9519","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology/Toxicology"
"CLINICAL TRANSPLANTATION","0902-0063","1399-0012","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Surgery"
"CLINICAL TRIALS","1740-7745","1740-7753","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Research/Laboratory Medicine & Medical Technology"
"CLINICS AND RESEARCH IN HEPATOLOGY AND GASTROENTEROLOGY","2210-7401","2210-741X","ELSEVIER MASSON, CORPORATION OFFICE","65 CAMILLE DESMOULINS CS50083 ISSY-LES-MOULINEAUX, PARIS, FRANCE, 92442","English","Gastroenterology And Hepatology"
"CLINICS IN CHEST MEDICINE","0272-5231","1557-8216","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Cardiovascular & Respiratory Systems"
"CLINICS IN DERMATOLOGY","0738-081X","1879-1131","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Dermatology"
"CLINICS IN GERIATRIC MEDICINE","0749-0690","1879-8853","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","General & Internal Medicine"
"CLINICS IN LABORATORY MEDICINE","0272-2712","1557-9832","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Research/Laboratory Medicine & Medical Technology"
"CLINICS IN LIVER DISEASE","1089-3261","1557-8224","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Gastroenterology And Hepatology"
"CLINICS IN PERINATOLOGY","0095-5108","1557-9840","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Reproductive Medicine"
"CLINICS IN PLASTIC SURGERY","0094-1298","1558-0504","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Surgery"
"CLINICS IN PODIATRIC MEDICINE AND SURGERY","0891-8422","1558-2302","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Orthopedics, Rehabilitation & Sports Medicine"
"CLINICS IN SPORTS MEDICINE","0278-5919","1556-228X","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Orthopedics, Rehabilitation & Sports Medicine"
"CNS DRUGS","1172-7047","1179-1934","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology/Toxicology"
"CNS & NEUROLOGICAL DISORDERS-DRUG TARGETS","1871-5273","1996-3181","BENTHAM SCIENCE PUBL","PO BOX 294, BUSUM, NETHERLANDS, 1400 AG","English","Neurology"
"COCHRANE DATABASE OF SYSTEMATIC REVIEWS","1469-493X","1361-6137","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","General & Internal Medicine"
"COGNITIVE AND BEHAVIORAL NEUROLOGY","1543-3633","1543-3641","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurology"
"COGNITIVE NEUROPSYCHIATRY","1354-6805","1464-0619","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Clinical Psychology & Psychiatry"
"COGNITIVE PROCESSING","1612-4782","1612-4790","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English",""
"COLD SPRING HARBOR PERSPECTIVES IN MEDICINE","2157-1422","2157-1422","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1 BUNGTOWN RD, COLD SPRING HARBOR, USA, NY, 11724","English",""
"COLORECTAL DISEASE","1462-8910","1463-1318","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Gastroenterology And Hepatology"
"COMMUNITY DENTAL HEALTH","0265-539X","0265-539X","F D I WORLD DENTAL PRESS LTD","5 BATTERY GREEN RD, LOWESTOFT, ENGLAND, SUFFOLK, NR32 1 DE","English","Dentistry/Oral Surgery & Medicine"
"COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY","0301-5661","1600-0528","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dentistry/Oral Surgery & Medicine"
"COMPARATIVE CLINICAL PATHOLOGY","1618-5641","1618-565X","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","",""
"COMPLEMENTARY MEDICINE RESEARCH","2504-2092","2504-2106","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Health Care Sciences & Services"
"COMPLEMENTARY THERAPIES IN MEDICINE","0965-2299","1873-6963","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF","English","Health Care Sciences & Services"
"COMPREHENSIVE PSYCHIATRY","0010-440X","1532-8384","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Clinical Psychology & Psychiatry"
"COMPUTER ASSISTED SURGERY","2469-9322","2469-9322","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Surgery"
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","0895-6111","1879-0771","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Radiology, Nuclear Medicine & Imaging"
"CONGENITAL HEART DISEASE","1747-079X","1747-0803","TECH SCIENCE PRESS","871 CORONADO CENTER DR, SUTE 200, HENDERSON, USA, NV, 89052","English","Cardiovascular & Respiratory Systems"
"CONTACT DERMATITIS","0105-1873","1600-0536","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Dermatology"
"CONTACT LENS & ANTERIOR EYE","1367-0484","1476-5411","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Ophthalmology"
"CONTEMPORARY CLINICAL TRIALS","1551-7144","1559-2030","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Pharmacology/Toxicology"
"CONTRACEPTION","0010-7824","1879-0518","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Reproductive Medicine"
