"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"REVISTA DE INDIAS","0034-8341","1988-3188","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","English, French, Portuguese, Spanish","History"
"REVISTA DE LITERATURA","0034-849X","1988-4192","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","Spanish","Literature"
"REVISTA DE OCCIDENTE","0034-8635","0034-8635","FUNDACION JOSE ORTEGA Y GASSET","REVISTA DE OCCIDENTE FORTUNY 53, MADRID, SPAIN, 28010","","General"
"REVISTA IBEROAMERICANA","0034-9631","2154-4794","INST INT LIT IBEROAMERICANA","UNIV PITTSBURGH ATTN: ERIKA BRAGA 1312 CATHEDRAL OF LEARNING, PITTSBURGH, USA, PA, 15260","","Literature"
"REVUE BELGE DE PHILOLOGIE ET D HISTOIRE","0035-0818","","REVUE BELGE PHILOLOGIE HISTOIRE","C/O BIBLIOTHEQUE ROYALE DE BELGIQUE, BOULEVARD DE L EMPEREUR 4, BRUSSELS, BELGIUM, B-1000","","Language & Linguistics"
"REVUE BIBLIQUE","0035-0907","2466-8583","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Religion & Theology"
"REVUE DE L ART","0035-1326","1953-812X","EDITIONS C N R S","20/22 RUE ST. AMAND, PARIS, FRANCE, 75015","","Art & Architecture"
"REVUE DE L HISTOIRE DES RELIGIONS","0035-1423","2105-2573","ARMAND COLIN","5 RUE LAROMIGUIERE, PARIS CEDEX 05, FRANCE, 75240","","Religion & Theology"
"REVUE DE LINGUISTIQUE ROMANE","0035-1458","","SOC LINGUISTIQUE ROMANE","UNIV SCI HUMAINES 25 RUE DU MARECHAL-JUIN, STRASBOURG CEDEX, FRANCE, F-67084","","Language & Linguistics"
"REVUE DE METAPHYSIQUE ET DE MORALE","0035-1571","2102-5177","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","Philosophy"
"REVUE DE MUSICOLOGIE","0035-1601","","EDITIONS TRANSATLANTIQUES","50 RUE JOSEPH DE MAISTRE, PARIS, FRANCE, 75018","","Performing Arts"
"REVUE DE PHILOLOGIE DE LITTERATURE ET D HISTOIRE ANCIENNES","0035-1652","1760-8430","EDITIONS KLINCKSIECK","11 RUE DE LILLE, PARIS, FRANCE, 75007","","Classical Studies"
"REVUE DES ETUDES ITALIENNES","0035-2047","","EDITIONS L'AGE D'HOMME","5 RUE FEROU, PARIS, FRANCE, 75006","","Literature"
"REVUE DES ETUDES JUIVES","0484-8616","1783-175X","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","General"
"REVUE DES LANGUES ROMANES","0223-3711","2391-114X","REVUE DES LANGUES ROMANES","UNIV PAUL VALERY, BP 5043,, MONTPELLIER-CEDEX, FRANCE, 34052","","Language & Linguistics"
"REVUE DES MUSEES DE FRANCE-REVUE DU LOUVRE","1962-4271","","CONSEIL MUSEES NATIONAUX","10 RUE DE L ABBAYE, PARIS, FRANCE, 75006","","Art & Architecture"
"REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES","0035-2209","2118-4445","LIBRAIRIE PHILOS, J VRIN","6 PLACE SORBONNE, PARIS, FRANCE, 75005","","Religion & Theology"
"REVUE D HISTOIRE DE L AMERIQUE FRANCAISE","0035-2357","","INST HIST DEL L AMER FR","261 AVE BLOOMFIELD OUTREMONT, MONTREAL, CANADA, QUEBEC, H2V 3R6","","History"
"REVUE D HISTOIRE DES MATHEMATIQUES","1262-022X","1262-022X","SOC MATHEMATIQUE FRANCE","IPH 11 RUE PIERRE MARIE CURIE, PARIS, FRANCE, F 75231","Multi-Language","History"
"REVUE D HISTOIRE DU THEATRE","1291-2530","","SOC HISTOIRE THEATRE","BNF 58 RUE DE RICHELIEU, PARIS CEDEX 02, FRANCE, 75084","","Performing Arts"
"REVUE D HISTOIRE ECCLESIASTIQUE","0035-2381","2294-1088","CULTURA","HOENDERSTRAAT 22, WETTEREN, BELGIUM, B 9230","","Religion & Theology"
"REVUE D HISTOIRE LITTERAIRE DE LA FRANCE","0035-2411","2105-2689","CLASSIQUES GARNIER","6 RUE DE LA SORBONNE, PARIS, FRANCE, 75005","","Literature"
"REVUE D HISTOIRE MODERNE ET CONTEMPORAINE","0048-8003","1776-3045","SOC HISTOIRE MODERNE CONTEMPORAINE","RHMC, BUREAU 114, 56 RUE JACOB, PARIS, FRANCE, F-75006","","History"
"REVUE DU NORD","0035-2624","2271-7005","UNIV CHARLES DE GAULLE -LILLE III","REVUE DU NORD PONT DE BOIS B P 149, VILLENEUVE DASCQ, FRANCE, 59653","","History"
"REVUE FRANCAISE D ETUDES AMERICAINES","0397-7870","1776-3061","ASSOC FRANCAISE ETUDES AMER","8 RUE FEROU, PARIS, FRANCE, 75278","","General"
"REVUE HISTORIQUE","0035-3264","2104-3825","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","History"
"REVUE INTERNATIONALE DE PHILOSOPHIE","0048-8143","2033-0138","REVUE INT PHILOSOPHIE","UNIV LIBRE DE BRUXELLES, INST DE PHILOSOPHIE CP-188, AV. ROOSEVELT, 50, BRUSSELS, BELGIUM, B-1050","","Philosophy"
"REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER","0035-3833","2104-385X","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","Philosophy"
"REVUE PHILOSOPHIQUE DE LOUVAIN","0035-3841","1783-1768","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Philosophy"
"REVUE ROMANE","0035-3906","1600-0811","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","","Language & Linguistics"
"REVUE ROUMAINE DE LINGUISTIQUE-ROMANIAN REVIEW OF LINGUISTICS","0035-3957","0035-3957","EDITURA ACAD ROMANE","CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCURESTI, ROMANIA, 050711","Multi-Language","Language & Linguistics"
"REVUE ROUMAINE DE PHILOSOPHIE","1220-5400","","EDITURA ACAD ROMANE","CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCURESTI, ROMANIA, 050711","","Philosophy"
"REVUE THEOLOGIQUE DE LOUVAIN","0080-2654","1783-8401","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","","Religion & Theology"
"RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC","0734-8584","1533-8541","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","","Language & Linguistics"
"RHETORIC REVIEW","0735-0198","1532-7981","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"RICERCHE DI STORIA DELL ARTE","0392-7202","","NUOVA ITALIA SCIENTIFICA SPA","VIA SARDEGNA 50, ROME, ITALY, 00187","","Art & Architecture"
"RIDE-THE JOURNAL OF APPLIED THEATRE AND PERFORMANCE","1356-9783","1470-112X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Performing Arts"
"RIHA JOURNAL","2190-3328","2190-3328","RIHA-INT ASSOC RESEARCH, INST HISTORY ART","C/O ZENTRALINSTITUT KUNSTGESCHICHTE, KATHARINA-VON-BORA-STRASSE 10, MUNCHEN, GERMANY, D-80333","English, French, German, Italian, Polish","Art & Architecture"
"RIJKSMUSEUM BULLETIN","1877-8127","","RIJKSMUSEUM AMSTERDAM-RIJKSMUSEM PUBLICATIONS","PO BOX 74888, AMSTERDAM, NETHERLANDS, 1070 DN","","Art & Architecture"
"RINASCIMENTO","0080-3073","2037-6138","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126","","General"
"RIVISTA DI ESTETICA","0035-6212","0035-6212","ROSENBERG & SELLIER","VIA ANDREA DORIA 14, TURIN, ITALY, 10123","English, French, Italian","Philosophy"
"RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA","0035-6220","","LOESCHER EDITORE","VIA VITTORIO AMEDEO II, 18, TORINO, ITALY, 10121","","Classical Studies"
"RIVISTA DI FILOSOFIA NEO-SCOLASTICA","0035-6247","","VITA PENSIERO","PUBBLICAZIONI DELL UNIV CATTOLICA DEL SACRO CUORE, LARGO A GEMELLI 1, MILAN, ITALY, 20123","","Philosophy"
"RIVISTA DI LETTERATURE MODERNE E COMPARATE","0391-2108","","PACINI EDITORE","VIA DELLA GHERARDESCA-ZONA INDUSTRIALE OSPEDALETTO, PISA, ITALY, 56121","","Literature"
"RIVISTA DI STORIA DELLA FILOSOFIA","0393-2516","0393-2516","FRANCO ANGELI","VIALE MONZA 106, MILAN, ITALY, 20127","","Philosophy"
"RIVISTA DI STORIA E LETTERATURA RELIGIOSA","0035-6573","2035-7583","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126","","Religion & Theology"
"RIVISTA ITALIANA DI MUSICOLOGIA","0035-6867","2036-5586","ITALIAN SOC MUSICOLOGY","PO BOX 318, AG ROMA ACILIA SAPONARA, ROME, ITALY, 00125","","Performing Arts"
"RIVISTA STORICA DELL ANTICHITA","0300-340X","","PATRON EDITORE S R L","VIA BADINI 12, QUARTO INFERIORE, BOLOGNA, ITALY, 00000","","History"
"RIVISTA STORICA ITALIANA","0035-7073","","EDIZIONI SCIENTIFICHE ITALIANE","VIA CHIATAMONE 7, NAPLES, ITALY, 80121","","History"
"RLC-REVUE DE LITTERATURE COMPAREE","0035-1466","0035-1466","DIDIER-ERUDITION","6 RUE DE LA SORBONNE, PARIS, FRANCE, 75005","","Literature"
"ROMANCE NOTES","0035-7995","2165-7599","UNIV NORTH CAROLINA","DEPT OF ROMANCE LANGUAGES, CHAPEL HILL, USA, NC, 27514","","Language & Linguistics"
"ROMANCE PHILOLOGY","0035-8002","2295-9017","BREPOLS PUBL","BEGIJNHOF 67, TURNHOUT, BELGIUM, B-2300","","Language & Linguistics"
"ROMANCE QUARTERLY","0883-1157","1940-3216","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"ROMANCE STUDIES","0263-9904","1745-8153","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"ROMANISCHE FORSCHUNGEN","0035-8126","1864-0737","VITTORIO KLOSTERMANN GMBH","WESTERBACHSTRASSE 47, HAUS 1, FRANKFURT-AM-MAIN, GERMANY, D-60489","","Language & Linguistics"
"ROMANISTISCHE ZEITSCHRIFT FUR LITERATURGESCHICHTE-CAHIERS D HISTOIRE DES LITTERATURES ROMANES","0343-379X","","UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH","POSTFACH 10 61 40, HEIDELBERG, GERMANY, D-69051","","Literature"
"ROMANI STUDIES","1528-0748","1757-2274","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","English","General"
"ROMANTISME","0048-8593","1957-7958","EDITIONS SEDES","11, RUE SOUFFLOT, PARIS, FRANCE, F-75005","","Literature"
"ROSSIISKAYA ARKHEOLOGIYA","0869-6063","0869-6063","IZDATELSTVO NAUKA","19 DMITRIYA ULYANOVA ST, MOSCOW, RUSSIA, 19117036","","Archaeology"
"ROSSIISKAYA ISTORIYA","0869-5687","","ROSSIISKAYA AKAD NAUK, IZDATELSTVO NAUKA","PROFSOYUZNAYA UL 90, MOSCOW, RUSSIA, 117997","","History"
"RURAL HISTORY-ECONOMY SOCIETY CULTURE","0956-7933","1474-0656","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES","0036-0163","","BETRAND RUSSELL RESEARCH CENTRE","MCMASTER UNIVERSITY, HAMILTON, CANADA, ONTARIO, L8S 4M2","","Philosophy"
"RUSSIAN HISTORY-HISTOIRE RUSSE","0094-288X","0094-288X","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","History"
"RUSSIAN LINGUISTICS","0304-3487","1572-8714","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Language & Linguistics"
"RUSSIAN LITERATURE","0304-3479","1878-3678","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Literature"
"RUSSIAN REVIEW","0036-0341","1467-9434","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","History"
"RUSSIAN STUDIES IN LITERATURE","1061-1975","1944-7167","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"RUSSIAN STUDIES IN PHILOSOPHY","1061-1967","1558-0431","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Philosophy"
"RUSSKAIA LITERATURA","0131-6095","","IZDATELSTVO NAUKA","LENINGRADSKOE OTDELENIE MAKAROVA D4, ST PETERSBURG, RUSSIA,","","Literature"
"SACRED MUSIC","0036-2255","0036-2255","CHURCH MUSIC ASSOC AMER","548 LAFOND AVE, ST PAUL, USA, MN, 55103","","Performing Arts"
"SAECULUM","0080-5319","2194-4075","BOEHLAU VERLAG GMBH & CIE","URSULAPLATZ 1, KOLN, GERMANY, 50668","","History"
"SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES","0036-3529","","SALMAGUNDI","SKIDMORE COLLEGE, SARATOGA SPRINGS, USA, NY, 12866","","Literature"
"SCANDINAVIAN JOURNAL OF HISTORY","0346-8755","1502-7716","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"SCANDINAVIAN STUDIES","0036-5637","2163-8195","SOC ADVANCEMENT SCAND STUD","UNIV OREGON DEPT GERMANIC LANG & LIT, EUGENE, USA, OR, 97403","","General"
"SCANDINAVICA","0036-5653","","UNIV EAST ANGLIA","SCHOOL EUROPEAN STUDIES, NORWICH, ENGLAND, NORFOLK, NR4 7TJ","","Literature"
"SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE","0036-794X","","G KREBS VERLAGSBUCHHANDLUNG AG","ST ALBAN-VORSTADT 56, BASEL, SWITZERLAND, CH-4006","","General"
"SCIENCE AS CULTURE","0950-5431","1470-1189","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","General"
"SCIENCE-FICTION STUDIES","0091-7729","","SCIENCE-FICTION STUDIES","DEPAUW UNIV, DEPT ROMANCE LANGUAGES, GREENCASTLE, USA, IN, 46135-0037","","Literature"
"SCIENCE IN CONTEXT","0269-8897","1474-0664","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"SCOTTISH HISTORICAL REVIEW","0036-9241","1750-0222","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","History"
"SCOTTISH JOURNAL OF THEOLOGY","0036-9306","1475-3065","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Religion & Theology"
"SCOTTISH LITERARY REVIEW","1756-5634","2050-6678","ASSOC SCOTTISH LIT STUD","UNIV ABERDEEN DEPT OF ENGLISH, OLD ABERDEEN, SCOTLAND, AB9 2UB","","Literature"
"SCREEN","0036-9543","1460-2474","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Performing Arts"
"SCRIBLERIAN AND THE KIT-CATS","0036-9640","","NEW YORK UNIV","C/O PROF MARILYN GAULL, DEPT ENGLISH, NEW YORK, USA, NY, 10003-4556","","Literature"
"SCRIPTORIUM","0036-9772","","CULTURA","HOENDERSTRAAT 22, WETTEREN, BELGIUM, B 9230","","Literature"
"SCULPTURE JOURNAL","1366-2724","1756-9923","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","","Art & Architecture"
"SCULPTURE REVIEW","0747-5284","2632-3494","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Art & Architecture"
"SEDERI-YEARBOOK OF THE SPANISH AND PORTUGUESE SOCIETY FOR ENGLISH RENAISSANCE STUDIES","1135-7789","1135-7789","SEDERI","UNIV VALLADOLID, FAC FILOSOFIA Y LETRAS, DPTO DE FILOLOGIA INGLESA, PZA DEL CAMPUS S/N, VALLADOLID, SPAIN, E-47011","","Literature"
"SEFARAD","0037-0894","1988-320X","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","English, Portuguese, Spanish","Religion & Theology"
"SEIZIEME SIECLE","1774-4466","","LIBRAIRIE DROZ SA","11 RUE MASSOT CASE POSTALE 389, GENEVA 12, SWITZERLAND, 1211","","General"
"SEMINAR-A JOURNAL OF GERMANIC STUDIES","0037-1939","1911-026X","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8","","Literature"
"SEMIOTICA","0037-1998","1613-3692","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","General"
"SENSES & SOCIETY","1745-8927","1745-8935","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"SEVENTEENTH CENTURY","0268-117X","2050-4616","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"SEWANEE REVIEW","0037-3052","1934-421X","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"SHAKESPEARE QUARTERLY","0037-3222","1538-3555","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","","Literature"
"SHAW-THE JOURNAL OF BERNARD SHAW STUDIES","0741-5842","1529-1480","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Literature"
"SHENANDOAH","0037-3583","","WASHINGTON LEE UNIV","SHENANDOAH PO BOX 722, LEXINGTON, USA, VA, 24450","","Literature"
"SHOFAR-AN INTERDISCIPLINARY JOURNAL OF JEWISH STUDIES","0882-8539","1534-5165","PURDUE UNIV PRESS","1207 SOUTH CAMPUS COURTS-E, W LAFAYETTE, USA, IN, 47907-1207","","General"
"SIGHT AND SOUND","0037-4806","","BRITISH FILM INST","21 STEPHEN STREET, LONDON, ENGLAND, W1P 1PL","","Performing Arts"
"SIGNS AND SOCIETY","2326-4489","2326-4497","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","General"
"SIGN SYSTEMS STUDIES","1406-4243","1736-7409","TARTU UNIV PRESS","W STRUVE 1, TARTU, ESTONIA, 50091","English","General"
"SIMIOLUS-NETHERLANDS QUARTERLY FOR THE HISTORY OF ART","0037-5411","","STICHTING NEDERLANDSE KUNSTHISTORISCHE PUBLICATIES","POST BOX 14066, SC UTRECHT, NETHERLANDS, 3508","","Art & Architecture"
"SINN UND FORM","0037-5756","","SINN UND FORM","C/O AUFBLAU-VERLAG GMBH FRANZOSISCHE STR 32, BERLIN, GERMANY, 10117","","Literature"
"SIXTEENTH CENTURY JOURNAL","0361-0160","2326-0726","SIXTEENTH CENTURY JOURNAL PUBL","MC111-L, TRUMAN STATE UNIV, 100 E NORMAL ST, KIRKSVILLE, USA, MO, 63501-4211","","History"
"SLAVERY & ABOLITION","0144-039X","1743-9523","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"SLAVIC AND EAST EUROPEAN JOURNAL","0037-6752","0037-6752","OHIO STATE UNIV, DEPT SLAVIC & EAST EUROPEAN LANGUAGES & CULTURE","400 HAGERTY HALL, 1775 COLLEGE RD, COLUMBUS, USA, OH, 43210-1340","","Literature"
"SLAVIC REVIEW","0037-6779","2325-7784","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","General"
"SLAVONIC AND EAST EUROPEAN REVIEW","0037-6795","2222-4327","MODERN HUMANITIES RESEARCH ASSOCIATION","1 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AF","","General"
"SMALL AXE","0799-0537","1534-6714","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","","General"
"SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW","0144-8722","","ST BASILS HOUSE","1 CANTERBURY RD, OXFORD, ENGLAND, OX2 6LU","","Religion & Theology"
"SOCIAL COMPASS","0037-7686","1461-7404","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","Multi-Language","Religion & Theology"
"SOCIAL EPISTEMOLOGY","0269-1728","1464-5297","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Philosophy"
"SOCIAL HISTORY","0307-1022","1470-1200","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"SOCIAL HISTORY OF MEDICINE","0951-631X","1477-4666","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"SOCIAL PHILOSOPHY & POLICY","0265-0525","1471-6437","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Philosophy"
"SOCIAL SCIENCE HISTORY","0145-5532","1527-8034","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"SOCIAL SEMIOTICS","1035-0330","1470-1219","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","General"
"SOCIAL STUDIES OF SCIENCE","0306-3127","1460-3659","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","History"
"SOCIETES","0765-3697","1782-155X","DE BOECK UNIV","FOND JEAN-PAQUES 4,, LOUVAIN-LA-NEUVE, BELGIUM, B-1348","","General"
"SOCIOLOGY OF RELIGION","1069-4404","1759-8818","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Religion & Theology"
"SOUNDINGS","0038-1861","2161-6302","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","General"
"SOURCE-NOTES IN THE HISTORY OF ART","0737-4453","2328-207X","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Art & Architecture"
"SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN","0038-1969","","SOUTH AFRICAN ARCHAEOLOGICAL SOC","PO BOX 15700, VLAEBERG, SOUTH AFRICA, 8018","","Archaeology"
"SOUTH AFRICAN HISTORICAL JOURNAL","0258-2473","1726-1686","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003","Multi-Language","History"
"SOUTH AFRICAN JOURNAL OF PHILOSOPHY","0258-0136","2073-4867","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Philosophy"
"SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES","0085-6401","1479-0270","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","General"
"SOUTH ATLANTIC QUARTERLY","0038-2876","1527-8026","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Literature"
"SOUTH CENTRAL REVIEW","0743-6831","1549-3377","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","General"
"SOUTH DAKOTA REVIEW","0038-3368","","UNIV SOUTH DAKOTA","COLLEGE OF ARTS AND SCIENCES DEPT ENGLISH, VERMILLION, USA, SD, 57069","","Literature"
"SOUTH EAST ASIA RESEARCH","0967-828X","2043-6874","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","General"
"SOUTHERN AFRICAN LINGUISTICS AND APPLIED LANGUAGE STUDIES","1607-3614","1727-9461","NATL INQUIRY SERVICES CENTRE PTY LTD","19 WORCESTER STREET, PO BOX 377, GRAHAMSTOWN, SOUTH AFRICA, 6140","English","Language & Linguistics"
"SOUTHERN CULTURES","1068-8218","1534-1488","UNIV NORTH CAROLINA PRESS","BOX 2288, JOURNALS DEPT, CHAPEL HILL, USA, NC, 27515-2288","","History"
"SOUTHERN HUMANITIES REVIEW","0038-4186","","AUBURN UNIV","9088 HALEY CTR, AUBURN, USA, AL, 36849","","General"
"SOUTHERN JOURNAL OF PHILOSOPHY","0038-4283","2041-6962","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Philosophy"
"SOUTHWESTERN HISTORICAL QUARTERLY","0038-478X","1558-9560","TEXAS STATE HIST ASSOC","UNIV N TEXAS DENTON, 1155 UNION CIRCLE 311580, DENTON, USA, TX, 76203-5017","","History"
"SPACE","1228-2472","","SPACE MAGAZINE","52-20 YEONHUI-RO, SEODAEMUN-GU, SEOUL, SOUTH KOREA, 120-830","","Art & Architecture"
"SPACE AND CULTURE","1206-3312","1552-8308","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","General"
"SPANISH IN CONTEXT","1571-0718","1571-0726","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Multi-Language","Language & Linguistics"
"SPECULUM-A JOURNAL OF MEDIEVAL STUDIES","0038-7134","2040-8072","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","General"
