"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"CURRENT OPINION IN HIV AND AIDS","1746-630X","1746-6318","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Infectious Diseases | Immunology"
"CURRENT OPINION IN IMMUNOLOGY","0952-7915","1879-0372","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Immunology"
"CURRENT OPINION IN INFECTIOUS DISEASES","0951-7375","1473-6527","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Infectious Diseases"
"CURRENT OPINION IN INSECT SCIENCE","2214-5745","2214-5753","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Entomology | Biology | Ecology"
"CURRENT OPINION IN LIPIDOLOGY","0957-9672","1473-6535","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Endocrinology & Metabolism | Biochemistry & Molecular Biology | Peripheral Vascular Disease"
"CURRENT OPINION IN MICROBIOLOGY","1369-5274","1879-0364","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Microbiology"
"CURRENT OPINION IN NEUROBIOLOGY","0959-4388","1873-6882","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Neurosciences"
"CURRENT OPINION IN NEUROLOGY","1350-7540","1473-6551","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Clinical Neurology | Neurosciences"
"CURRENT OPINION IN ONCOLOGY","1040-8746","1531-703X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Oncology"
"CURRENT OPINION IN PEDIATRICS","1040-8703","1531-698X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Pediatrics"
"CURRENT OPINION IN PHARMACOLOGY","1471-4892","1471-4973","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Pharmacology & Pharmacy"
"CURRENT OPINION IN PLANT BIOLOGY","1369-5266","1879-0356","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Plant Sciences"
"CURRENT OPINION IN RHEUMATOLOGY","1040-8711","1531-6963","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Rheumatology"
"CURRENT OPINION IN STRUCTURAL BIOLOGY","0959-440X","1879-033X","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Cell Biology | Biochemistry & Molecular Biology"
"CURRENT OPINION IN TOXICOLOGY","2468-2020","2468-2020","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Toxicology"
"CURRENT OPINION IN VIROLOGY","1879-6257","1879-6265","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Virology"
"CURRENT ORGANIC SYNTHESIS","1570-1794","1875-6271","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Chemistry, Organic"
"CURRENT PATHOBIOLOGY REPORTS","2167-485X","2167-485X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Pathology | Cell Biology"
"CURRENT PHARMACOGENOMICS & PERSONALIZED MEDICINE","1875-6921","1875-6913","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","","Pharmacology & Pharmacy"
"CURRENT POLLUTION REPORTS","2198-6592","2198-6592","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Public, Environmental & Occupational Health | Environmental Sciences"
"CURRENT PROBLEMS IN CANCER","0147-0272","1535-6345","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Oncology"
"CURRENT PROTEIN & PEPTIDE SCIENCE","1389-2037","1875-5550","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Biochemistry & Molecular Biology"
"CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY","0070-2153","1557-8933","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Developmental Biology"
"CURRENT TOPICS IN MEDICINAL CHEMISTRY","1568-0266","1873-5294","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English",""
"CURRENT TOPICS IN MEMBRANES","1063-5823","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Biophysics | Biochemistry & Molecular Biology"
"CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY","0070-217X","2196-9965","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","English","Microbiology | Immunology"
"CURRENT TROPICAL MEDICINE REPORTS","2196-3045","2196-3045","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Infectious Diseases | Parasitology | Tropical Medicine"
"CURRENT VASCULAR PHARMACOLOGY","1570-1611","1875-6212","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Pharmacology & Pharmacy | Peripheral Vascular Disease"
"CYTOKINE & GROWTH FACTOR REVIEWS","1359-6101","1879-0305","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Biochemistry & Molecular Biology | Cell Biology"
"DIGESTIVE DISEASES","0257-2753","1421-9875","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Gastroenterology & Hepatology"
"DRUG DISCOVERY TODAY","1359-6446","1878-5832","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Pharmacology & Pharmacy"
"DRUG METABOLISM REVIEWS","0360-2532","1097-9883","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy"
"DRUG RESISTANCE UPDATES","1368-7646","1532-2084","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF","English","Pharmacology & Pharmacy"
"DRUGS","0012-6667","1179-1950","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology & Pharmacy | Toxicology"
"DRUG SAFETY","0114-5916","1179-1942","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology & Pharmacy | Toxicology | Public, Environmental & Occupational Health"
"DRUGS & AGING","1170-229X","1179-1969","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology & Pharmacy | Geriatrics & Gerontology"
"ECOLOGICAL SOCIETY OF AMERICA ANNUAL MEETING ABSTRACTS","0012-9623","0012-9623","ECOLOGICAL SOC AMER","1990 M STREET NW, STE 700, WASHINGTON, USA, DC, 20036","","Ecology"
"EMERGING TOPICS IN LIFE SCIENCES","2397-8554","2397-8562","PORTLAND PRESS LTD","5TH FLR, 90 HIGH HOLBORN, LONDON, England, WC1V 6LJ","","Biology"
"ENDOCRINE METABOLIC & IMMUNE DISORDERS-DRUG TARGETS","1871-5303","2212-3873","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Endocrinology & Metabolism | Pharmacology & Pharmacy | Immunology"
"ENDOCRINE REVIEWS","0163-769X","1945-7189","ENDOCRINE SOC","2055 L ST NW, SUITE 600, WASHINGTON, USA, DC, 20036","English","Endocrinology & Metabolism"
"ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA","0889-8529","1558-4410","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Endocrinology & Metabolism"
"ENVIRONMENTAL REVIEWS","1208-6053","1181-8700","CANADIAN SCIENCE PUBLISHING","65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6","English","Environmental Sciences"
"EPIDEMIOLOGIC REVIEWS","0193-936X","1478-6729","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Public, Environmental & Occupational Health"
"EPIGENOMICS","1750-1911","1750-192X","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB","English","Genetics & Heredity"
"ESSAYS IN BIOCHEMISTRY","0071-1365","1744-1358","PORTLAND PRESS LTD","5TH FL, 90 HIGH HOLBORN, LONDON, ENGLAND, WC1V 6LJ","English","Biochemistry & Molecular Biology"
"EVOLUTIONARY ANTHROPOLOGY","1060-1538","1520-6505","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anthropology"
"EVOLUTIONARY BIOLOGY","0071-3260","1934-2845","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Evolutionary Biology"
"EXERCISE AND SPORT SCIENCES REVIEWS","0091-6331","1538-3008","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Physiology | Sport Sciences"
"EXPERT OPINION ON DRUG DELIVERY","1742-5247","1744-7593","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy"
"EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY","1742-5255","1744-7607","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy | Biochemistry & Molecular Biology"
"EXPERT OPINION ON INVESTIGATIONAL DRUGS","1354-3784","1744-7658","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy"
"EXPERT OPINION ON THERAPEUTIC TARGETS","1472-8222","1744-7631","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy"
"EXPERT REVIEW OF ANTI-INFECTIVE THERAPY","1478-7210","1744-8336","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Pharmacy"
"FAUNA ENTOMOLOGICA SCANDINAVICA","0106-8377","0106-8377","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Entomology"
"FEMS MICROBIOLOGY REVIEWS","0168-6445","1574-6976","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Microbiology"
"FISH AND FISHERIES","1467-2960","1467-2979","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Fisheries"
"FOOD REVIEWS INTERNATIONAL","8755-9129","1525-6103","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Nutrition & Dietetics | Food Science & Technology"
"FRESHWATER REVIEWS","1755-084X","1755-084X","FRESHWATER BIOLOGICAL ASSOC","THE FERRY HOUSE, FAR SAWREY, AMBLESIDE, ENGLAND, CUMBRIA, LA22 0LP","","Limnology | Marine & Freshwater Biology"
"FRONTIERS IN NEUROENDOCRINOLOGY","0091-3022","1095-6808","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Endocrinology & Metabolism | Neurosciences"
"FRONTIERS OF HORMONE RESEARCH","0301-3073","1662-3762","KARGER","POSTFACH, BASEL, SWITZERLAND, CH-4009","English","Endocrinology & Metabolism"
"FUNGAL BIOLOGY REVIEWS","1749-4613","1878-0253","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Mycology"
"FUTURE MEDICINAL CHEMISTRY","1756-8919","1756-8927","FUTURE SCI LTD","UNITED HOUSE, 2 ALBERT PL, LONDON, ENGLAND, N3 1QB","English","Chemistry, Medicinal"
"FUTURE MICROBIOLOGY","1746-0913","1746-0921","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB","English","Microbiology"
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","0889-8588","1558-1977","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Hematology | Oncology"
"IAGLR CONFERENCE PROGRAM AND ABSTRACTS","1010-4224","","INT ASSOC GREAT LAKES RES","2205 COMMONWEALTH BLVD, ANN ARBOR, USA, MI, 48105","","Water Resources | Marine & Freshwater Biology"
"ICES COOPERATIVE RESEARCH REPORT-RAPPORT DES RECHERCHES COLLECTIVES","1017-6195","1017-6195","INT COUNCIL EXPLORATION SEA","PALAEGADE 2-4, COPENHAGEN, DENMARK, DK-1261","","Environmental Sciences | Fisheries"
"IMMUNOLOGICAL REVIEWS","0105-2896","1600-065X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"IMMUNOLOGY ENDOCRINE & METABOLIC AGENTS IN MEDICINAL CHEMISTRY","1871-5222","1875-6115","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","","Chemistry, Medicinal | Endocrinology & Metabolism | Immunology"
"INFECTIOUS DISORDERS-DRUG TARGETS","1871-5265","2212-3989","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","","Infectious Diseases | Pharmacology & Pharmacy"
"INTERNATIONAL REVIEW OF CELL AND MOLECULAR BIOLOGY","1937-6448","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Cell Biology | Biochemistry & Molecular Biology"
"INTERNATIONAL REVIEW OF NEUROBIOLOGY","0074-7742","2162-5514","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Neurosciences"
"INTERNATIONAL REVIEW OF PSYCHIATRY","0954-0261","1369-1627","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Psychiatry"
"INTERNATIONAL REVIEW OF RESEARCH IN DEVELOPMENTAL DISABILITIES","2211-6095","2211-6109","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Psychology, Multidisciplinary | Education, Special"
"INTERNATIONAL REVIEWS OF IMMUNOLOGY","0883-0185","1563-5244","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Immunology"
"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","0146-0404","1552-5783","ASSOC RESEARCH VISION OPHTHALMOLOGY INC","12300 TWINBROOK PARKWAY, ROCKVILLE, USA, MD, 20852-1606","English","Ophthalmology"
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS","1389-5567","1873-2739","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Chemistry, Physical"
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","1093-7404","1521-6950","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Toxicology | Environmental Sciences | Public, Environmental & Occupational Health"
"MASS SPECTROMETRY REVIEWS","0277-7037","1098-2787","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Spectroscopy"
"MAXPLANCKRESEARCH","1616-4172","","MAX PLANCK SOC ADVANCEMENT SCIENCE","PRESS AND PUBLICATIONS DEPT, HOFGARTENSTRASSE 8, MUNICH, GERMANY, 80539","","Multidisciplinary Sciences"
"MEDICAL CLINICS OF NORTH AMERICA","0025-7125","1557-9859","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Medicine, General & Internal"
"MEDICINAL RESEARCH REVIEWS","0198-6325","1098-1128","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Chemistry, Medicinal | Pharmacology & Pharmacy"
"METHODS IN CELL BIOLOGY","0091-679X","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Cell Biology"
"METHODS IN ENZYMOLOGY","0076-6879","1557-7988","ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD","125 LONDON WALL, LONDON, ENGLAND, EC2Y 5AS","English","Biochemical Research Methods | Biochemistry & Molecular Biology"
"METHODS IN MICROBIOLOGY","0580-9517","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Microbiology | Biochemical Research Methods"
"MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS","1092-2172","1098-5557","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"MICROBIOLOGY SPECTRUM","2165-0497","2165-0497","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"MINI-REVIEWS IN MEDICINAL CHEMISTRY","1389-5575","1875-5607","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Chemistry, Medicinal"
"MIT TECHNOLOGY REVIEW","1099-274X","","TECHNOL REV","1 MAIN ST, 13 FLR, CAMBRIDGE, USA, MA, 02142","English","Multidisciplinary Sciences"
"MOLECULAR ASPECTS OF MEDICINE","0098-2997","1872-9452","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Medicine, Research & Experimental | Biochemistry & Molecular Biology"
"MONOGRAFIES DEL MUSEU DE CIENCIES NATURALS-BARCELONA","1695-8950","","MUSEU DE CIENCIES NATURALS-ZOOLOGIA","PASSEIG PICASSO S-N, PARC CIUTADELLA, BARCELONA, SPAIN, E-08003","","Zoology | Multidisciplinary Sciences"
"NATURE REVIEWS CANCER","1474-175X","1474-1768","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Oncology"
"NATURE REVIEWS DRUG DISCOVERY","1474-1776","1474-1784","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Pharmacology & Pharmacy | Biotechnology & Applied Microbiology"
"NATURE REVIEWS GENETICS","1471-0056","1471-0064","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Genetics & Heredity"
"NATURE REVIEWS IMMUNOLOGY","1474-1733","1474-1741","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Immunology"
"NATURE REVIEWS MICROBIOLOGY","1740-1526","1740-1534","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Microbiology"
"NATURE REVIEWS MOLECULAR CELL BIOLOGY","1471-0072","1471-0080","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Cell Biology"
"NATURE REVIEWS NEUROSCIENCE","1471-003X","1471-0048","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Neurosciences"
"NEUROPSYCHOLOGY REVIEW","1040-7308","1573-6660","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Neurosciences | Psychology, Clinical"
"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","0149-7634","1873-7528","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Behavioral Sciences | Neurosciences"
"NEUROSCIENTIST","1073-8584","1089-4098","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Clinical Neurology | Neurosciences"
"NEW SCIENTIST","0262-4079","","REED BUSINESS INFORMATION LTD","QUADRANT HOUSE THE QUADRANT, SUTTON, ENGLAND, SURREY, SM2 5AS","English","Multidisciplinary Sciences"
"NUTRITION RESEARCH REVIEWS","0954-4224","1475-2700","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Nutrition & Dietetics"
"OCEANOGRAPHY AND MARINE BIOLOGY","0078-3218","","CRC PRESS-TAYLOR & FRANCIS GROUP","6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, USA, FL, 33487-2742","English","Marine & Freshwater Biology | Oceanography"
"OFFICIAL GAZETTE OF THE UNITED STATES PATENT AND TRADEMARK OFFICE PATENTS","0098-1133","","US GOVERNMENT PRINTING OFFICE","SUPERINTENDENT DOCUMENTS,, WASHINGTON, USA, DC, 20402-9325","","Business"
"ORPHANET JOURNAL OF RARE DISEASES","1750-1172","1750-1172","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Medicine, Research & Experimental | Genetics & Heredity"
"PEDIATRIC CLINICS OF NORTH AMERICA","0031-3955","1557-8240","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Pediatrics"
"PERSPECTIVES ON SCIENCE","1063-6145","1530-9274","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","","History & Philosophy Of Science"
"PHARMACOLOGICAL REVIEWS","0031-6997","1521-0081","AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814-3995","English","Pharmacology & Pharmacy"
"PHARMACOLOGY & THERAPEUTICS","0163-7258","1879-016X","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Pharmacology & Pharmacy"
"PHYSIOLOGICAL REVIEWS","0031-9333","1522-1210","AMER PHYSIOLOGICAL SOC","9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814","English","Physiology"
"PHYTOCHEMISTRY REVIEWS","1568-7767","1572-980X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Plant Sciences"
"PLANT BIOLOGY-ROCKVILLE","0894-4563","0894-4563","AMER SOC PLANT BIOLOGISTS","15501 MONONA DRIVE, ROCKVILLE, USA, MD, 20855","","Plant Sciences"
"PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY","0079-6107","1873-1732","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Biophysics | Biochemistry & Molecular Biology"
"PROGRESS IN BRAIN RESEARCH","0079-6123","1875-7855","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Neurosciences"
"PROGRESS IN CARDIOVASCULAR DISEASES","0033-0620","1873-1740","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899","English","Cardiac & Cardiovascular Systems"
"PROGRESS IN LIPID RESEARCH","0163-7827","1873-2194","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Biochemistry & Molecular Biology | Nutrition & Dietetics"
"PROGRESS IN MOLECULAR BIOLOGY AND TRANSLATIONAL SCIENCE","1877-1173","1878-0814","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Biochemistry & Molecular Biology"
"PROGRESS IN NEUROBIOLOGY","0301-0082","1873-5118","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Neurosciences"
"PROGRESS IN TUMOR RESEARCH","0079-6263","2296-1887","KARGER","POSTFACH, BASEL, SWITZERLAND, CH-4009","English","Oncology"
"PSYCHOLOGY OF LEARNING AND MOTIVATION","0079-7421","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Psychology, Experimental"
"QUADERNI DI CONSERVAZIONE DELLA NATURA","1592-2901","","IST NAZIONALE PER FAUNA SELVATICA","VIA CA FORNACETTA, 9, OZZANO DELL EMILIA (BOLOGNA), ITALY, 00000","","Biodiversity Conservation"
"QUARTERLY REVIEWS OF BIOPHYSICS","0033-5835","1469-8994","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Biophysics"
"REVIEWS IN AQUACULTURE","1753-5123","1753-5131","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Fisheries"
"REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY","1569-1705","1572-9826","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Biotechnology & Applied Microbiology | Environmental Sciences"
"REVIEWS IN FISH BIOLOGY AND FISHERIES","0960-3166","1573-5184","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Marine & Freshwater Biology | Fisheries"
