"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ECOGRAPHY","0906-7590","1600-0587","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOHEALTH","1612-9202","1612-9210","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Environment/Ecology"
"ECOHYDROLOGY","1936-0584","1936-0592","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOHYDROLOGY & HYDROBIOLOGY","1642-3593","2080-3397","INT CENTRE ECOLOGY, POLISH ACAD SCIENCES","DZIEKANOW LESNY, LOMIANKI, POLAND, 00000","English","Environment/Ecology"
"ECOLOGICAL APPLICATIONS","1051-0761","1939-5582","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S","1898-6196","1898-6196","SOC ECOLOGICAL CHEMISTRY & ENGINEERING","OPOLE UNIV, OLESKA 48, OPOLE, POLAND, 45-951","Polish","Environment/Ecology"
"ECOLOGICAL COMPLEXITY","1476-945X","1476-9840","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOLOGICAL ECONOMICS","0921-8009","1873-6106","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECOLOGICAL ENGINEERING","0925-8574","1872-6992","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOLOGICAL ENTOMOLOGY","0307-6946","1365-2311","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Plant & Animal Science"
"ECOLOGICAL INDICATORS","1470-160X","1872-7034","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOLOGICAL INFORMATICS","1574-9541","1878-0512","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOLOGICAL MANAGEMENT & RESTORATION","1442-7001","1442-8903","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGICAL MODELLING","0304-3800","1872-7026","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOLOGICAL MONOGRAPHS","0012-9615","1557-7015","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGICAL PROCESSES","2192-1709","2192-1709","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Environment/Ecology"
"ECOLOGICAL PSYCHOLOGY","1040-7413","1532-6969","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychiatry/Psychology"
"ECOLOGICAL RESEARCH","0912-3814","1440-1703","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGICAL RESTORATION","1543-4060","1543-4079","UNIV WISCONSIN PRESS","JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, USA, WI, 53711","English","Environment/Ecology"
"ECOLOGY","0012-9658","1939-9170","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGY AND EVOLUTION","2045-7758","2045-7758","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGY AND SOCIETY","1708-3087","1708-3087","RESILIENCE ALLIANCE","ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, CANADA, NS, B0P 1X0","English","Social Sciences, General"
"ECOLOGY LAW QUARTERLY","0046-1121","0046-1121","UNIV CALIFORNIA  BERKELEY SCH LAW","BOAT HALL, 588 SIMON HALL, BERKELEY, USA, CA, 94720-7200","English","Social Sciences, General"
"ECOLOGY LETTERS","1461-023X","1461-0248","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOLOGY OF FOOD AND NUTRITION","0367-0244","1543-5237","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Agricultural Sciences"
"ECOLOGY OF FRESHWATER FISH","0906-6691","1600-0633","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Plant & Animal Science"
"ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH","2073-106X","2073-1558","AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK","PO BOX 471, POSTGASSE 7, VIENNA, AUSTRIA, 1011","English","Environment/Ecology"
"ECON JOURNAL WATCH","1933-527X","1933-527X","INST SPONTANEOUS ORDER ECONOMICS","9745 KINGS CROWN COURT #102, FAIRFAX, USA, VA, 22031","English","Economics & Business"
"ECONOMETRICA","0012-9682","1468-0262","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMETRIC REVIEWS","0747-4938","1532-4168","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Economics & Business"
"ECONOMETRICS JOURNAL","1368-4221","1368-423X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Economics & Business"
"ECONOMETRIC THEORY","0266-4666","1469-4360","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Economics & Business"
"ECONOMIA POLITICA","1120-2890","1973-820X","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","English","Economics & Business"
"ECONOMICA","0013-0427","1468-0335","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMIC ANALYSIS AND POLICY","0313-5926","0313-5926","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECONOMIC AND INDUSTRIAL DEMOCRACY","0143-831X","1461-7099","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Economics & Business"
"ECONOMIC AND LABOUR RELATIONS REVIEW","1035-3046","1838-2673","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Economics & Business"
"ECONOMIC AND SOCIAL REVIEW","0012-9984","0012-9984","ECONOMIC & SOCIAL STUDIES","C/O ESRI, WHITAKER SQ, SIR JOHN ROGERSON'S QUAY, DUBLIN 2, IRELAND, 00000","English","Economics & Business"
"ECONOMIC ANTHROPOLOGY","2330-4847","2330-4847","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030","","Social Sciences, General"
"ECONOMIC BOTANY","0013-0001","1874-9364","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Plant & Animal Science"
"ECONOMIC CHANGE AND RESTRUCTURING","1573-9414","1574-0277","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Economics & Business"
"ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH","0424-267X","1842-3264","ACAD ECONOMIC STUDIES","15-17 CALEA DOROBANTI, SECTOR 1, BUCHAREST, ROMANIA, 00000","English","Economics & Business"
"ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","0013-0079","1539-2988","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Social Sciences, General"
"ECONOMIC DEVELOPMENT QUARTERLY","0891-2424","1552-3543","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Economics & Business"
"ECONOMIC GEOGRAPHY","0013-0095","1944-8287","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Social Sciences, General"
"ECONOMIC GEOLOGY","0361-0128","1554-0774","SOC ECONOMIC GEOLOGISTS, INC","7811 SCHAFFER PARKWAY, LITTLETON, USA, CO, 80127","English","Geosciences"
"ECONOMIC HISTORY REVIEW","0013-0117","1468-0289","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMIC INQUIRY","0095-2583","1465-7295","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMIC JOURNAL","0013-0133","1468-0297","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Economics & Business"
"ECONOMIC MODELLING","0264-9993","1873-6122","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECONOMIC POLICY","0266-4658","1468-0327","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Economics & Business"
"ECONOMIC RECORD","0013-0249","1475-4932","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA","1331-677X","1848-9664","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics & Business"
"ECONOMICS AND PHILOSOPHY","0266-2671","1474-0028","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Economics & Business"
"ECONOMICS & HUMAN BIOLOGY","1570-677X","1873-6130","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECONOMICS LETTERS","0165-1765","1873-7374","ELSEVIER SCIENCE SA","PO BOX 564, LAUSANNE, SWITZERLAND, 1001","English","Economics & Business"
"ECONOMICS OF EDUCATION REVIEW","0272-7757","1873-7382","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Social Sciences, General"
"ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY","2160-5882","2160-5890","INT ASSOC ENERGY ECONOMICS","28790 CHAGRIN BLVD, STE 210, CLEVELAND, USA, OH, 44122","English","Social Sciences, General"
"ECONOMICS OF GOVERNANCE","1435-6104","1435-8131","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Economics & Business"
"ECONOMICS OF INNOVATION AND NEW TECHNOLOGY","1043-8599","1476-8364","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics & Business"
"ECONOMICS OF TRANSITION","0967-0750","1468-0351","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics & Business"
"ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE","2577-6975","2577-6983","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Economics & Business"
"ECONOMICS OF TRANSPORTATION","2212-0122","2212-0130","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECONOMICS & POLITICS","0954-1985","1468-0343","WILEY PERIODICALS, INC","ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, USA, CA, 94104","English","Economics & Business"
"ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL","1864-6042","1864-6042","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Economics & Business"
"ECONOMIC SYSTEMS","0939-3625","1878-5433","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ECONOMIC SYSTEMS RESEARCH","0953-5314","1469-5758","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics & Business"
"ECONOMIC THEORY","0938-2259","1432-0479","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Economics & Business"
"ECONOMIST-NETHERLANDS","0013-063X","1572-9982","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","Multi-Language","Economics & Business"
"ECONOMY AND SOCIETY","0308-5147","1469-5766","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"ECONTENT","1525-2531","1525-2531","ONLINE INC","213 DANBURY RD, WILTON, USA, CT, 06897-4007","English","Social Sciences, General"
"ECOSCIENCE","1195-6860","2376-7626","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Environment/Ecology"
"ECOSPHERE","2150-8925","2150-8925","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environment/Ecology"
"ECOSYSTEM HEALTH AND SUSTAINABILITY","2096-4129","2332-8878","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Environment/Ecology"
"ECOSYSTEMS","1432-9840","1435-0629","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Environment/Ecology"
"ECOSYSTEM SERVICES","2212-0416","2212-0416","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"ECOTOXICOLOGY","0963-9292","1573-3017","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Environment/Ecology"
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","0147-6513","1090-2414","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Environment/Ecology"
"ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY","2162-8769","2162-8777","ELECTROCHEMICAL SOC INC","65 SOUTH MAIN STREET, PENNINGTON, USA, NJ, 08534","English","Physics"
"EDUCACION XX1","1139-613X","2174-5374","UNIV NACIONAL EDUCACION DISTANCIA","PO SENDA REY,BRAVO MURILLO 38, MADRID, SPAIN, 7-28040","Spanish","Social Sciences, General"
"EDUCATIONAL ADMINISTRATION QUARTERLY","0013-161X","1552-3519","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","0013-1644","1552-3888","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychiatry/Psychology"
"EDUCATIONAL ASSESSMENT EVALUATION AND ACCOUNTABILITY","1874-8597","1874-8600","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Social Sciences, General"
"EDUCATIONAL EVALUATION AND POLICY ANALYSIS","0162-3737","1935-1062","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"EDUCATIONAL GERONTOLOGY","0360-1277","1521-0472","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","Multi-Language","Social Sciences, General"
"EDUCATIONAL LEADERSHIP","0013-1784","1943-5878","ASSOC SUPERVISION CURRICULUM DEVELOPMENT","1703 N BEAUREGARD ST, ALEXANDRIA, USA, VA, 22311-1717","English","Social Sciences, General"
"EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP","1741-1432","1741-1440","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Social Sciences, General"
"EDUCATIONAL MEASUREMENT-ISSUES AND PRACTICE","0731-1745","1745-3992","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Social Sciences, General"
"EDUCATIONAL PHILOSOPHY AND THEORY","0013-1857","1469-5812","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Social Sciences, General"
"EDUCATIONAL POLICY","0895-9048","1552-3896","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"EDUCATIONAL PSYCHOLOGIST","0046-1520","1532-6985","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychiatry/Psychology"
"EDUCATIONAL PSYCHOLOGY","0144-3410","1469-5820","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychiatry/Psychology"
"EDUCATIONAL PSYCHOLOGY REVIEW","1040-726X","1573-336X","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Psychiatry/Psychology"
"EDUCATIONAL RESEARCH","0013-1881","1469-5847","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"EDUCATIONAL RESEARCHER","0013-189X","1935-102X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"EDUCATIONAL RESEARCH REVIEW","1747-938X","1878-0385","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Social Sciences, General"
"EDUCATIONAL REVIEW","0013-1911","1465-3397","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"EDUCATIONAL STUDIES","0305-5698","1465-3400","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, General"
"EDUCATIONAL STUDIES IN MATHEMATICS","0013-1954","1573-0816","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Social Sciences, General"
"EDUCATIONAL TECHNOLOGY & SOCIETY","1176-3647","1436-4522","INT FORUM EDUCATIONAL TECHNOLOGY & SOC-IFETS","NATL YUNLIN UNIV SCIENCE & TECHNOLOGY, NO 123, SECTION 3, DAXUE RD, DOULIU CITY, Taiwan, YUNLIN COUNTY, 64002","English","Social Sciences, General"
"EDUCATION AND INFORMATION TECHNOLOGIES","1360-2357","1573-7608","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Social Sciences, General"
"EDUCATION AND TRAINING","0040-0912","1758-6127","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Social Sciences, General"
"EDUCATION AND TRAINING IN AUTISM AND DEVELOPMENTAL DISABILITIES","2154-1647","","COUNCIL EXCEPTIONAL CHILDREN","1110 N GLEBE RD, ARLINGTON, USA, VA, 22201-5704","English","Social Sciences, General"
"EDUCATION AND TREATMENT OF CHILDREN","0748-8491","1934-8924","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Social Sciences, General"
"EDUCATION AND URBAN SOCIETY","0013-1245","1552-3535","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, General"
"EDUCATION AS CHANGE","1682-3206","1947-9417","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003","English","Social Sciences, General"
"EDUCATION FINANCE AND POLICY","1557-3060","1557-3079","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Social Sciences, General"
"EDUCATION FOR CHEMICAL ENGINEERS","1749-7728","1749-7728","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","","Engineering"
"EFORT OPEN REVIEWS","2396-7544","2058-5241","BRITISH EDITORIAL SOC BONE & JOINT SURGERY","22 BUCKINGHAM ST, LONDON, ENGLAND, WC2N 6ET","English","Clinical Medicine"
"EFSA JOURNAL","1831-4732","1831-4732","EUROPEAN FOOD SAFETY AUTHORITY-EFSA","EUROPEAN FOOD SAFETY AUTHORITY-EFSA, PARMA, ITALY, 00000","English","Agricultural Sciences"
"EGITIM VE BILIM-EDUCATION AND SCIENCE","1300-1337","1300-1337","TURKISH EDUCATION ASSOC","KIZILIRMAK CADDESI NO 8, KOCATEPE, TURKEY, ANKARA, 00000","Turkish","Social Sciences, General"
"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754","CAIRO UNIV, FAC COMPUTERS & INFORMATION","AHMED ZEWAIL, AD DOQI, GIZA GOVERNORATE, EGYPT, 00000","English","Computer Science"
"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Agricultural Sciences"
"EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES","1110-9823","2090-2476","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Environment/Ecology"
"EJNMMI PHYSICS","2197-7364","2197-7364","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"EJNMMI RESEARCH","2191-219X","2191-219X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Clinical Medicine"
"EJSO","0748-7983","1532-2157","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Clinical Medicine"
"EKONOMICKY CASOPIS","0013-3035","0013-3035","SLOVAK ACADEMIC PRESS LTD","PO BOX 57 NAM SLOBODY 6, BRATISLAVA, SLOVAKIA, 810 05","Multi-Language","Economics & Business"
"EKSPLOATACJA I NIEZAWODNOSC-MAINTENANCE AND RELIABILITY","1507-2711","1507-2711","POLISH MAINTENANCE SOC","REDAKCJA KWARTALNIKA EKSPLOATACJA & NIEZAWODNOSC, UL NADBYSTRZYCKA 36, LUBLIN, POLAND, 20-618","English","Engineering"
"ELECTORAL STUDIES","0261-3794","1873-6890","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Social Sciences, General"
"ELECTRICAL ENGINEERING","0948-7921","1432-0487","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","Multi-Language","Engineering"
"ELECTRICAL ENGINEERING IN JAPAN","0424-7760","1520-6416","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Engineering"
"ELECTRIC POWER COMPONENTS AND SYSTEMS","1532-5008","1532-5016","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Engineering"
"ELECTRIC POWER SYSTEMS RESEARCH","0378-7796","1873-2046","ELSEVIER SCIENCE SA","PO BOX 564, LAUSANNE, SWITZERLAND, 1001","English","Engineering"
"ELECTROANALYSIS","1040-0397","1521-4109","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Chemistry"
"ELECTROCATALYSIS","1868-2529","1868-5994","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Chemistry"
"ELECTROCHEMICAL ENERGY REVIEWS","2520-8489","2520-8136","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","","Chemistry"
"ELECTROCHEMISTRY","1344-3542","2186-2451","ELECTROCHEMICAL SOC JAPAN","NIHON-KOUDOUKAI BUILDING 7F,  3-1-6, NISHIKANDA, CHIYODA-KU, TOKYO, JAPAN, 101-0065","English","Chemistry"
"ELECTROCHEMISTRY COMMUNICATIONS","1388-2481","1873-1902","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Chemistry"
"ELECTROCHIMICA ACTA","0013-4686","1873-3859","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Chemistry"
"ELECTROMAGNETIC BIOLOGY AND MEDICINE","1536-8378","1536-8386","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Biology & Biochemistry"
"ELECTROMAGNETICS","0272-6343","1532-527X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Engineering"
"ELECTRONIC COMMERCE RESEARCH","1389-5753","1572-9362","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Economics & Business"
"ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS","1567-4223","1873-7846","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics & Business"
"ELECTRONIC COMMUNICATIONS IN PROBABILITY","1083-589X","1083-589X","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350","English","Mathematics"
"ELECTRONIC JOURNAL OF BIOTECHNOLOGY","0717-3458","0717-3458","UNIV CATOLICA DE VALPARAISO","AV BRASIL 2950, PO BOX 4059, VALPARAISO, CHILE,","English","Biology & Biochemistry"
"ELECTRONIC JOURNAL OF COMBINATORICS","1077-8926","1077-8926","ELECTRONIC JOURNAL OF COMBINATORICS","C/O FELIX LAZEBNIK, RM 507, EWING HALL, UNIV DELAWARE, DEPT MATHEMATICAL SCIENCES, NEWARK, USA, DE, 19716","English","Mathematics"
"ELECTRONIC JOURNAL OF DIFFERENTIAL EQUATIONS","1072-6691","1072-6691","TEXAS STATE UNIV","601 UNIVERSTITY DRIVE, SAN MARCOS, USA, TX, 78666","English","Mathematics"
"ELECTRONIC JOURNAL OF LINEAR ALGEBRA","1537-9582","1081-3810","INT LINEAR ALGEBRA SOC","C/O JAMES WEAVER DEPT MATH & STATISTICS, UNIV WEST FLORIDA, 11000 UNIV PARKWAY, PENSACOLA, USA, FLORIDA, 32514-5751","English","Mathematics"
"ELECTRONIC JOURNAL OF PROBABILITY","1083-6489","1083-6489","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350","English","Mathematics"
"ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL EQUATIONS","1417-3875","1417-3875","UNIV SZEGED, BOLYAI INSTITUTE","ARADI VERTANUK TERE 1, SZEGED, HUNGARY, 6720","English","Mathematics"
