"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"BIOLOGICAL CONTROL","1049-9644","1090-2112","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Entomology | Biotechnology & Applied Microbiology"
"BIOLOGICAL CYBERNETICS","0340-1200","1432-0770","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Computer Science, Cybernetics | Neurosciences"
"BIOLOGICAL INVASIONS","1387-3547","1573-1464","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Ecology | Biodiversity Conservation"
"BIOLOGICAL JOURNAL OF MICROORGANISMS","2322-5173","2322-5181","UNIV ISFAHAN, VICE PRESIDENT RESEARCH & TECHNOLOGY","DEPT PRINTING & PUBLISHING MAGAZINES, HEZAR-JARIB AVE, ISAFAHAN, IRAN, 81746-73441","English, Persian","Microbiology"
"BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","0024-4066","1095-8312","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Evolutionary Biology"
"BIOLOGICAL LETTERS","1644-7700","1734-7467","POZNANSKIE TOWARZYSTWO PRZYJACIOL NAUK","UL. S. MIELZYNSKIEGO 27/29, POZNAN, POLAND, 61-725","English","Biology"
"BIOLOGICAL & PHARMACEUTICAL BULLETIN","0918-6158","1347-5215","PHARMACEUTICAL SOC JAPAN","2-12-15 SHIBUYA, SHIBUYA-KU, TOKYO, JAPAN, 150-0002","English","Pharmacology & Pharmacy"
"BIOLOGICAL PROCEDURES ONLINE","1480-9222","1480-9222","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Biochemical Research Methods"
"BIOLOGICAL PSYCHIATRY","0006-3223","1873-2402","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Psychiatry | Neurosciences"
"BIOLOGICAL PSYCHOLOGY","0301-0511","1873-6246","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Dutch","Psychology | Behavioral Sciences | Psychology, Biological | Psychology, Experimental"
"BIOLOGICAL RESEARCH","0716-9760","0717-6287","SOC BIOLGIA CHILE","CASILLA 16164, SANTIAGO, CHILE, 9","English","Biology"
"BIOLOGICAL REVIEWS","1464-7931","1469-185X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biology"
"BIOLOGICAL RHYTHM RESEARCH","0929-1016","1744-4179","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Physiology | Biology"
"BIOLOGICALS","1045-1056","1095-8320","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Biochemical Research Methods | Pharmacology & Pharmacy | Biotechnology & Applied Microbiology"
"BIOLOGICAL THEORY","1555-5542","1555-5550","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Biology"
"BIOLOGICAL TRACE ELEMENT RESEARCH","0163-4984","1559-0720","HUMANA PRESS INC","999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512","English","Endocrinology & Metabolism | Biochemistry & Molecular Biology"
"BIOLOGICHESKIE MEMBRANY","0233-4755","","MEZHDUNARODNAYA KNIGA","39 DIMITROVA UL., MOSCOW, RUSSIA, 113095","Russian","Cell Biology"
"BIOLOGIE AUJOURD HUI","2105-0678","2105-0686","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","","Biology"
"BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY","0791-7945","2009-003X","ROYAL IRISH ACAD","19 DAWSON STREET, DUBLIN, IRELAND, 2","English","Environmental Sciences | Biology"
"BIOLOGY AND FERTILITY OF SOILS","0178-2762","1432-0789","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Soil Science"
"BIOLOGY-BASEL","2079-7737","2079-7737","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Biology"
"BIOLOGY BULLETIN","1062-3590","1608-3059","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Biology"
"BIOLOGY DIRECT","1745-6150","1745-6150","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Biology"
"BIOLOGY LETTERS","1744-9561","1744-957X","ROYAL SOC","6-9 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AG","English","Evolutionary Biology | Ecology | Biology"
"BIOLOGY OF REPRODUCTION","0006-3363","1529-7268","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Reproductive Biology"
"BIOLOGY OF SEX DIFFERENCES","2042-6410","2042-6410","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Endocrinology & Metabolism | Genetics & Heredity"
"BIOLOGY OF THE CELL","0248-4900","1768-322X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cell Biology"
"BIOLOGY OPEN","2046-6390","2046-6390","COMPANY BIOLOGISTS LTD","BIDDER BUILDING, STATION RD, HISTON, CAMBRIDGE, ENGLAND, CB24 9LF","English","Biology"
"BIOLOGY & PHILOSOPHY","0169-3867","1572-8404","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","History & Philosophy Of Science"
"BIOMACROMOLECULES","1525-7797","1526-4602","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry, Organic | Polymer Science | Biochemistry & Molecular Biology"
"BIOMARKERS","1354-750X","1366-5804","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Toxicology | Biotechnology & Applied Microbiology"
"BIOMARKERS IN MEDICINE","1752-0363","1752-0371","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB","English","Medicine, Research & Experimental"
"BIOMASS & BIOENERGY","0961-9534","1873-2909","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Agricultural Engineering | Biotechnology & Applied Microbiology | Energy & Fuels"
"BIOMATERIALS","0142-9612","1878-5905","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Materials Science, Biomaterials | Engineering, Biomedical"
"BIOMATERIALS SCIENCE","2047-4830","2047-4849","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Materials Science, Biomaterials"
"BIOMECHANICS AND MODELING IN MECHANOBIOLOGY","1617-7959","1617-7940","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Biophysics | Engineering, Biomedical"
"BIOMEDICAL AND ENVIRONMENTAL SCIENCES","0895-3988","2214-0190","CHINESE CENTER DISEASE CONTROL & PREVENTION","155 CHANGBAI RD, CHANGPING DISTRICT, BEIJING, PEOPLES R CHINA, 102206","English","Public, Environmental & Occupational Health | Environmental Sciences"
"BIOMEDICAL CHROMATOGRAPHY","0269-3879","1099-0801","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Pharmacy | Chemistry, Analytical | Biochemical Research Methods | Biochemistry & Molecular Biology"
"BIOMEDICAL ENGINEERING-BIOMEDIZINISCHE TECHNIK","0013-5585","1862-278X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Medical Informatics | Engineering, Biomedical"
"BIO-MEDICAL MATERIALS AND ENGINEERING","0959-2989","1878-3619","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG","English","Materials Science, Biomaterials | Engineering, Biomedical"
"BIOMEDICAL PAPERS-OLOMOUC","1213-8118","1804-7521","PALACKY UNIV, MEDICAL FAC","CENTRAL LIBRARY, HNEVOTINSKA 3, OLOMOUC, CZECH REPUBLIC, 00000","English","Engineering, Biomedical"
"BIOMEDICAL REPORTS","2049-9434","2049-9442","SPANDIDOS PUBL LTD","POB 18179, ATHENS, GREECE, 116 10","","Medicine, Research & Experimental"
"BIOMEDICAL RESEARCH-TOKYO","0388-6107","1880-313X","BIOMEDICAL RESEARCH PRESS LTD","HOKKAIDO UNIV, LAB HISTOLOGY & CYTOLOGY, C/O TOSHIHIKO IWANAGA, KITA 15-NISHI 7, SAPPORO, JAPAN, 060-8638","English","Medicine, Research & Experimental"
"BIOMEDICINE & PHARMACOTHERAPY","0753-3322","1950-6007","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442","Multi-Language","Medicine, Research & Experimental | Pharmacology & Pharmacy"
"BIOMEDICINES","2227-9059","2227-9059","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Medicine, Research & Experimental | Pharmacology & Pharmacy"
"BIOMEDITSINSKAYA KHIMIYA","2310-6972","2310-6905","NII BIOMEDITSINSKOI KHIMII RAMN","POGODINSKAYA, 10, MOSCOW, RUSSIA,","","Chemistry, Medicinal | Biochemistry & Molecular Biology"
"BIOMED RESEARCH INTERNATIONAL","2314-6133","2314-6141","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Medicine, Research & Experimental | Biotechnology & Applied Microbiology"
"BIOMETALS","0966-0844","1572-8773","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Biochemistry & Molecular Biology"
"BIOMETRICAL JOURNAL","0323-3847","1521-4036","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Mathematical & Computational Biology"
"BIOMETRICS","0006-341X","1541-0420","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Statistics & Probability | Mathematical & Computational Biology | Biology"
"BIOMETRIKA","0006-3444","1464-3510","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Statistics & Probability | Biology | Mathematical & Computational Biology"
"BIOMICROFLUIDICS","1932-1058","1932-1058","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Physics, Fluids & Plasmas | Biochemical Research Methods | Biophysics | Nanoscience & Nanotechnology"
"BIOMOLECULAR CONCEPTS","1868-5021","1868-503X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Biochemistry & Molecular Biology"
"BIOMOLECULAR NMR ASSIGNMENTS","1874-2718","1874-270X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Biophysics | Spectroscopy"
"BIOMOLECULES","2218-273X","2218-273X","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Biochemistry & Molecular Biology"
"BIOMOLECULES & THERAPEUTICS","1976-9148","2005-4483","KOREAN SOC APPLIED PHARMACOLOGY","RM 805, KOREAN FEDERATION SCIENCE & TECHNOLOGY B/D, 635-4 YEOKSAM-DONG, KANGNAM-GU, SEOUL, SOUTH KOREA, 135-703","English","Pharmacology & Pharmacy | Biochemistry & Molecular Biology"
"BIONOMINA","1179-7649","1179-7657","MAGNOLIA PRESS","PO BOX 41383, AUCKLAND, NEW ZEALAND, ST LUKES, 1030","","Biology"
"BIOORGANIC CHEMISTRY","0045-2068","1090-2120","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Chemistry, Organic | Biochemistry & Molecular Biology"
"BIOORGANIC & MEDICINAL CHEMISTRY","0968-0896","1464-3391","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Chemistry, Organic | Chemistry, Medicinal | Biochemistry & Molecular Biology"
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","0960-894X","1464-3405","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Chemistry, Medicinal | Chemistry, Organic"
"BIOPESTICIDES INTERNATIONAL","0973-483X","0976-9420","CONNECT JOURNALS","D-189 RAMPRATSHA, PO CHANDER NAGAR, GHAZIABAD, INDIA, 201 011","","Entomology | Agronomy"
"BIOPHARMACEUTICS & DRUG DISPOSITION","0142-2782","1099-081X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Pharmacy"
"BIOPHYSICAL CHEMISTRY","0301-4622","1873-4200","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Chemistry, Physical | Biophysics | Biochemistry & Molecular Biology"
"BIOPHYSICAL JOURNAL","0006-3495","1542-0086","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Biophysics"
"BIOPHYSICAL REVIEWS AND LETTERS","1793-0480","1793-7035","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","","Biophysics"
"BIOPOLYMERS","0006-3525","1097-0282","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biophysics | Biochemistry & Molecular Biology"
"BIOPOLYMERS AND CELL","0233-7657","1993-6842","NATL ACADEMY SCIENCES UKRAINE, INST ITUTE MOLECULAR BIOLOGY & GENETICS","150 ZABOLOTNOGO STR, KYIV, UKRAINE, 00000","English","Biotechnology & Applied Microbiology"
"BIOPRESERVATION AND BIOBANKING","1947-5535","1947-5543","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Cell Biology | Medical Laboratory Technology"
"BIOPRINTING","2405-8866","2405-8866","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Materials Science, Biomaterials | Engineering, Biomedical"
"BIOPROCESS AND BIOSYSTEMS ENGINEERING","1615-7591","1615-7605","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Engineering, Chemical | Biotechnology & Applied Microbiology"
"BIOREMEDIATION JOURNAL","1088-9868","1547-6529","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Environmental Sciences | Engineering, Environmental"
"BIORESOURCES AND BIOPROCESSING","2197-4365","2197-4365","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Biotechnology & Applied Microbiology"
"BIORESOURCE TECHNOLOGY","0960-8524","1873-2976","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Agricultural Engineering | Biotechnology & Applied Microbiology | Energy & Fuels"
"BIORHEOLOGY","0006-355X","1878-5034","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG","Multi-Language","Hematology | Biophysics | Engineering, Biomedical"
"BIOS-A QUARTERLY JOURNAL OF BIOLOGY","0005-3155","1943-6289","BETA BETA BETA BIOLOGICAL SOC, UNIV NORTH ALABAMA","UNA BOX 5079, FLORENCE, USA, AL, 35632","","Biology"
"BIOSCIENCE","0006-3568","1525-3244","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Biology"
"BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY","0916-8451","1347-6947","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Chemistry, Applied | Biotechnology & Applied Microbiology | Biochemistry & Molecular Biology | Food Science & Technology"
"BIOSCIENCE OF MICROBIOTA FOOD AND HEALTH","2186-6953","2186-3342","BMFH PRESS","ATTN-BMFH, EDITORIAL OFF IPEC INC, 1-24-12 SUGAMO,TOSHIMA-KU, TOKYO, JAPAN, 170-0002","English","Microbiology | Nutrition & Dietetics"
"BIOSCIENCE REPORTS","0144-8463","1573-4935","PORTLAND PRESS LTD","5TH FLR, 90 HIGH HOLBORN, LONDON, England, WC1V 6LJ","English","Biochemistry & Molecular Biology | Cell Biology"
"BIOSCIENCES BIOTECHNOLOGY RESEARCH ASIA","0973-1245","0973-1245","ORIENTAL SCIENTIFIC PUBL CO","PO BOX 35, GPO, BHOPAL, INDIA, 462 001","","Biology"
"BIOSCIENCE TRENDS","1881-7815","1881-7823","IRCA-BSSA","PEARL CITY KOISHIKAWA 603, 2-4-5 KASUGA, BUNKYO-KU, TOKYO, JAPAN, 112-0003","English","Biology"
"BIOSENSORS & BIOELECTRONICS","0956-5663","1873-4235","ELSEVIER ADVANCED TECHNOLOGY","OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Electrochemistry | Chemistry, Analytical | Biophysics | Nanoscience & Nanotechnology | Biotechnology & Applied Microbiology"
"BIOSPHERE SCIENCE","1348-1371","1348-1371","HIROSHIMA UNIV, GRADUATE SCH BIOSPHERE","KAGAMIYAMA 1-4-4, HIGASHI, JAPAN, HIROSHIMA, 739-8528","","Environmental Sciences"
"BIOSTATISTICS","1465-4644","1468-4357","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Statistics & Probability | Mathematical & Computational Biology"
"BIOSYSTEMATICA","0973-9955","0973-7871","PROF T C NARENDRAN TRUST ANIMAL TAXONOMY","CALICUT UNIV, SRUTHIA, KOHINOOR, MALAPPURAM, KERALA, INDIA, 673 635","","Zoology"
"BIOSYSTEMS","0303-2647","1872-8324","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Biology | Mathematical & Computational Biology"
"BIOSYSTEMS ENGINEERING","1537-5110","1537-5129","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Agricultural Engineering | Agriculture, Multidisciplinary"
"BIOTA NEOTROPICA","1676-0603","1676-0603","REVISTA BIOTA NEOTROPICA","AV. DR. ROMEU TORTIMA, 388 - BARAO GERALDO, CEP 13084-520, CAMPINAS, BRAZIL, SP,","Portuguese","Biodiversity Conservation"
"BIOTECHNIC & HISTOCHEMISTRY","1052-0295","1473-7760","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Cell Biology | Biotechnology & Applied Microbiology"
"BIOTECHNIQUES","0736-6205","1940-9818","FUTURE SCI LTD","UNITED HOUSE, 2 ALBERT PL, LONDON, ENGLAND, N3 1QB","English","Biochemical Research Methods | Biochemistry & Molecular Biology"
"BIOTECHNOLOGIA","0860-7796","2353-9461","WYDAWNICTWA NAUKOWO-TECHNICZNE","INSTYTUT CHEMII BIOORGANICZNEJ PAN, UL NOSKOWSKIEGO 12/14, POZNAN, POLAND, 61-704","English","Biotechnology & Applied Microbiology"
"BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT","1370-6233","1780-4507","FAC UNIV SCIENCES AGRONOMIQUES GEMBLOUX","BIBLIOTHEQUE, PASSAGE DES DEPORTES 2, GEMBLOUX, BELGIUM, 00000","English, French","Agronomy | Environmental Sciences | Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY ADVANCES","0734-9750","1873-1899","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY","0885-4513","1470-8744","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biotechnology & Applied Microbiology | Biochemistry & Molecular Biology"
"BIOTECHNOLOGY AND BIOENGINEERING","0006-3592","1097-0290","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY AND BIOPROCESS ENGINEERING","1226-8372","1976-3816","KOREAN SOC BIOTECHNOLOGY & BIOENGINEERING","KOREAN SCIENCE TECHNOLOGY CENTER, #704 YEOGSAM-DONG, KANGNAM-KU, SEOUL, SOUTH KOREA, 135-703","English","Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS","0264-8725","2046-5556","TAYLOR & FRANCIS LTD","11 NEW FETTER LANE, LONDON, ENGLAND, EC4P 4EE","English","Biotechnology & Applied Microbiology | Genetics & Heredity"
"BIOTECHNOLOGY JOURNAL","1860-6768","1860-7314","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Biochemical Research Methods | Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY LETTERS","0141-5492","1573-6776","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Biotechnology & Applied Microbiology"
"BIOTECHNOLOGY PROGRESS","8756-7938","1520-6033","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biotechnology & Applied Microbiology | Food Science & Technology"
"BIOTECHNOLOGY REPORTS","2215-017X","2215-017X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Biotechnology & Applied Microbiology"
"BIOTECNOLOGIA VEGETAL","1609-1841","2074-8647","INST BIOTECNOLOGIA LAS PLANTAS","UNIVERSIDAD CENTRAL MARTA ABREU  LAS VILLAS, CARRETERA A CAMAJUANI KM 5.5, SANTA CLARA, CUBA, VILLA CLARA, 00000","English, Spanish","Horticulture | Biotechnology & Applied Microbiology"
"BIOTEKHNOLOGIYA","0234-2758","","BIOTEKHNOLOGICHESKAYA AKAD RF","1 DOROZHNYI PROEZD, 1, MOSCOW, RUSSIA, 00000","","Biotechnology & Applied Microbiology"
"BIOTROPICA","0006-3606","1744-7429","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Ecology"
"BIRD CONSERVATION INTERNATIONAL","0959-2709","1474-0001","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Ornithology | Biodiversity Conservation"
"BIRD STUDY","0006-3657","1944-6705","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Ornithology"
"BIRTH DEFECTS RESEARCH","2472-1727","2472-1727","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Developmental Biology | Toxicology"
"BISHOP MUSEUM OCCASIONAL PAPERS","0893-1348","","BISHOP MUSEUM PRESS","1525 BERNICE STREET, HONOLULU, USA, HI, 96817-0916","","Anthropology"
"BJU INTERNATIONAL","1464-4096","1464-410X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Urology & Nephrology"
"BLOOD","0006-4971","1528-0020","AMER SOC HEMATOLOGY","2021 L ST NW, SUITE 900, WASHINGTON, USA, DC, 20036","English","Hematology"
"BLOOD ADVANCES","2473-9529","2473-9537","AMER SOC HEMATOLOGY","2021 L ST NW, SUITE 900, WASHINGTON, USA, DC, 20036","English","Hematology"
"BLOOD CANCER JOURNAL","2044-5385","2044-5385","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Hematology | Oncology"
"BLOOD CELLS MOLECULES AND DISEASES","1079-9796","1096-0961","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Hematology"
"BLOOD COAGULATION & FIBRINOLYSIS","0957-5235","1473-5733","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Hematology"
"BLOOD PRESSURE","0803-7051","1651-1999","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Peripheral Vascular Disease"
"BLOOD PURIFICATION","0253-5068","1421-9735","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Hematology | Urology & Nephrology"
"BLOOD REVIEWS","0268-960X","1532-1681","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF","English","Hematology"
"BLUE JAY","0006-5099","","NATURE SASKATCHEWAN","206-1860 LORNE STREET, REGINA, CANADA, SK, S4P 2L7,","","Ornithology"
"BLUMEA","0006-5196","0373-4293","RIJKSHERBARIUM","PO BOX 9514, LEIDEN, NETHERLANDS, 2300 RA","English","Plant Sciences"
"BLYTTIA","0006-5269","","NORSK BOTANISK FORENING","BOTANISK HAGE OG MUSEUM, TRONDHEIMSVEIEN 23 B, OSLO, NORWAY,","","Plant Sciences"
"BMB REPORTS","1976-6696","1976-670X","KOREAN SOCIETY BIOCHEMISTRY & MOLECULAR BIOLOGY","KOREA SCIENCE & TECHNOLOGY CENTER, # 801,  635-4 , YEOKSAM-DONG, KANGNAM-KU, SEOUL, SOUTH KOREA, 135-703","English","Biochemistry & Molecular Biology"
"BMC BIOINFORMATICS","1471-2105","1471-2105","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Biochemical Research Methods | Biotechnology & Applied Microbiology | Mathematical & Computational Biology"
"BMC BIOLOGY","1741-7007","1741-7007","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Biology"
"BMC BIOTECHNOLOGY","1472-6750","1472-6750","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Biotechnology & Applied Microbiology"
"BMC CHEMISTRY","","2661-801X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Chemistry, Multidisciplinary"
"BMC DEVELOPMENTAL BIOLOGY","1471-213X","1471-213X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Developmental Biology"
"BMC ECOLOGY AND EVOLUTION","","2730-7182","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","","Ecology"
"BMC EVOLUTIONARY BIOLOGY","1471-2148","1471-2148","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Evolutionary Biology | Genetics & Heredity"
"BMC GENOMIC DATA","2730-6844","2730-6844","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","","Genetics & Heredity"
