"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"CANCER RESEARCH","0008-5472","1538-7445","AMER ASSOC CANCER RESEARCH","615 CHESTNUT ST, 17TH FLOOR, PHILADELPHIA, USA, PA, 19106-4404","English","Oncogenesis & Cancer Research"
"CANCER SCIENCE","1347-9032","1349-7006","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Oncogenesis & Cancer Research"
"CANNABIS AND CANNABINOID RESEARCH","2578-5125","2378-8763","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","","Pharmacology & Toxicology"
"CARBOHYDRATE POLYMERS","0144-8617","1879-1344","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Chemistry & Analysis"
"CARBOHYDRATE RESEARCH","0008-6215","1873-426X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","Multi-Language","Chemistry & Analysis"
"CARCINOGENESIS","0143-3334","1460-2180","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Oncogenesis & Cancer Research"
"CARDIOLOGY","0008-6312","1421-9751","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Cardiovascular & Hematology Research"
"CARDIOVASCULAR DRUGS AND THERAPY","0920-3206","1573-7241","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Cardiovascular & Hematology Research"
"CARDIOVASCULAR PATHOLOGY","1054-8807","1879-1336","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Cardiovascular & Hematology Research"
"CARDIOVASCULAR RESEARCH","0008-6363","1755-3245","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Cardiovascular & Hematology Research"
"CARDIOVASCULAR TOXICOLOGY","1530-7905","1559-0259","HUMANA PRESS INC","999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512","English","Cardiovascular & Hematology Research"
"CARIES RESEARCH","0008-6568","1421-976X","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Medical Research, Organs & Systems"
"CELL","0092-8674","1097-4172","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Cell & Developmental Biology"
"CELL AND TISSUE RESEARCH","0302-766X","1432-0878","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Cell & Developmental Biology"
"CELL BIOCHEMISTRY AND FUNCTION","0263-6484","1099-0844","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cell & Developmental Biology"
"CELL BIOLOGY AND TOXICOLOGY","0742-2091","1573-6822","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Cell & Developmental Biology"
"CELL CALCIUM","0143-4160","1532-1991","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Cell & Developmental Biology"
"CELL CHEMICAL BIOLOGY","2451-9448","2451-9448","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Biochemistry & Biophysics"
"CELL CYCLE","1538-4101","1551-4005","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Cell & Developmental Biology"
"CELL DEATH AND DIFFERENTIATION","1350-9047","1476-5403","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cell & Developmental Biology"
"CELL DEATH DISCOVERY","","2058-7716","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cell & Developmental Biology"
"CELL DEATH & DISEASE","2041-4889","2041-4889","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cell & Developmental Biology"
"CELL HOST & MICROBE","1931-3128","1934-6069","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Microbiology"
"CELL METABOLISM","1550-4131","1932-7420","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Cell & Developmental Biology"
"CELL PROLIFERATION","0960-7722","1365-2184","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Cell & Developmental Biology"
"CELL RESEARCH","1001-0602","1748-7838","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Cell & Developmental Biology"
"CELL STEM CELL","1934-5909","1875-9777","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Cell & Developmental Biology"
"CELLS TISSUES ORGANS","1422-6405","1422-6421","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Cell & Developmental Biology"
"CELL STRESS & CHAPERONES","1355-8145","1466-1268","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Cell & Developmental Biology"
"CELL STRUCTURE AND FUNCTION","0386-7196","1347-3700","JAPAN SOC CELL BIOLOGY","C/O NAKANISHI PRINTING SHIMODACHIURI OGAWA HIGASHI, KAMIGYO-KU, KYOTO, JAPAN, 602-8048","English","Cell & Developmental Biology"
"CELL TRANSPLANTATION","0963-6897","1555-3892","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Medical Research, Diagnosis & Treatment"
"CELLULAR AND MOLECULAR BIOLOGY","0145-5680","1165-158X","C M B  ASSOC","34 BOULEVARD SOLFERINO, POITIERS, FRANCE, 86000","Multi-Language","Cell & Developmental Biology"
"CELLULAR AND MOLECULAR LIFE SCIENCES","1420-682X","1420-9071","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Cell & Developmental Biology"
"CELLULAR AND MOLECULAR NEUROBIOLOGY","0272-4340","1573-6830","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Neurosciences & Behavior"
"CELLULAR IMMUNOLOGY","0008-8749","1090-2163","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Immunology"
"CELLULAR MICROBIOLOGY","1462-5814","1462-5822","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Microbiology"
"CELLULAR & MOLECULAR IMMUNOLOGY","1672-7681","2042-0226","CHIN SOCIETY IMMUNOLOGY","5 DONGDAN SANTIAO, DONGCHEN DISTRICT, BEING, PEOPLES R CHINA, 100005","English","Immunology"
"CELLULAR ONCOLOGY","2211-3428","2211-3436","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Oncogenesis & Cancer Research"
"CELLULAR SIGNALLING","0898-6568","1873-3913","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Cell & Developmental Biology"
"CEPHALALGIA","0333-1024","1468-2982","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Neurosciences & Behavior"
"CEREBRAL CORTEX","1047-3211","1460-2199","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Neurosciences & Behavior"
"CEREBROVASCULAR DISEASES","1015-9770","1421-9786","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Neurosciences & Behavior"
"CHEMBIOCHEM","1439-4227","1439-7633","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Chemistry & Analysis"
"CHEMICAL BIOLOGY & DRUG DESIGN","1747-0277","1747-0285","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Biochemistry & Biophysics"
"CHEMICAL & PHARMACEUTICAL BULLETIN","0009-2363","1347-5223","PHARMACEUTICAL SOC JAPAN","2-12-15 SHIBUYA, SHIBUYA-KU, TOKYO, JAPAN, 150-0002","English","Chemistry & Analysis"
"CHEMICAL RESEARCH IN TOXICOLOGY","0893-228X","1520-5010","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Pharmacology & Toxicology"
"CHEMICAL SENSES","0379-864X","1464-3553","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Neurosciences & Behavior"
"CHEMICO-BIOLOGICAL INTERACTIONS","0009-2797","1872-7786","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Pharmacology & Toxicology"
"CHEMISTRY AND PHYSICS OF LIPIDS","0009-3084","1873-2941","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","Multi-Language","Biochemistry & Biophysics"
"CHEMMEDCHEM","1860-7179","1860-7187","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Pharmacology & Toxicology"
"CHEMOTHERAPY","0009-3157","1421-9794","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","English","Pharmacology & Toxicology"
"CHEST","0012-3692","1931-3543","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Cardiovascular & Hematology Research"
"CHINESE JOURNAL OF PHYSIOLOGY","0304-4920","2666-0059","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059","English","Physiology"
"CHIRALITY","0899-0042","1520-636X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Chemistry & Analysis"
"CHROMATOGRAPHIA","0009-5893","1612-1112","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Chemistry & Analysis"
"CHROMOSOMA","0009-5915","1432-0886","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Molecular Biology & Genetics"
"CHROMOSOME RESEARCH","0967-3849","1573-6849","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Molecular Biology & Genetics"
"CHRONOBIOLOGY INTERNATIONAL","0742-0528","1525-6073","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Physiology"
"CIRCULATION","0009-7322","1524-4539","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Hematology Research"
"CIRCULATION JOURNAL","1346-9843","1347-4820","JAPANESE CIRCULATION SOC","18TH FLOOR IMPERIAL HOTEL TOWER, 1-1-1 UCHISAIWAI-CHO CHIYODA-KU, TOYKO, JAPAN, 100-0011","English","Cardiovascular & Hematology Research"
"CIRCULATION RESEARCH","0009-7330","1524-4571","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Cardiovascular & Hematology Research"
"CLINICA CHIMICA ACTA","0009-8981","1873-3492","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Medical Research, Diagnosis & Treatment"
"CLINICAL AND EXPERIMENTAL ALLERGY","0954-7894","1365-2222","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"CLINICAL AND EXPERIMENTAL HYPERTENSION","1064-1963","1525-6006","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Cardiovascular & Hematology Research"
"CLINICAL AND EXPERIMENTAL IMMUNOLOGY","0009-9104","1365-2249","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY","0305-1870","1440-1681","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Toxicology"
"CLINICAL AND EXPERIMENTAL RHEUMATOLOGY","0392-856X","1593-098X","CLINICAL & EXPER RHEUMATOLOGY","VIA SANTA MARIA 31, PISA, ITALY, 56126","English","Medical Research, Organs & Systems"
"CLINICAL AND INVESTIGATIVE MEDICINE","0147-958X","1488-2353","CANADIAN SOC CLINICAL INVESTIGATION","114 CHEYENNE WAY, OTTAWA, CANADA, ON, K2J 0E9","Multi-Language","Medical Research, General Topics"
"CLINICAL AND TRANSLATIONAL MEDICINE","2001-1326","2001-1326","JOHN WILEY & SONS LTD","THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ","English","Clinical Medicine"
"CLINICAL BIOCHEMISTRY","0009-9120","1873-2933","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Medical Research, Diagnosis & Treatment"
"CLINICAL CHEMISTRY","0009-9147","1530-8561","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Medical Research, Diagnosis & Treatment"
"CLINICAL CHEMISTRY AND LABORATORY MEDICINE","1434-6621","1437-4331","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Medical Research, Diagnosis & Treatment"
"CLINICAL DRUG INVESTIGATION","1173-2563","1179-1918","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology & Toxicology"
"CLINICAL ENDOCRINOLOGY","0300-0664","1365-2265","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Endocrinology, Nutrition & Metabolism"
"CLINICAL & EXPERIMENTAL METASTASIS","0262-0898","1573-7276","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Oncogenesis & Cancer Research"
"CLINICAL GENETICS","0009-9163","1399-0004","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Molecular Biology & Genetics"
"CLINICAL HEMORHEOLOGY AND MICROCIRCULATION","1386-0291","1875-8622","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG","English","Cardiovascular & Hematology Research"
"CLINICAL IMMUNOLOGY","1521-6616","1521-7035","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Immunology"
"CLINICAL INFECTIOUS DISEASES","1058-4838","1537-6591","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Immunology"
"CLINICAL MEDICINE INSIGHTS-ONCOLOGY","1179-5549","1179-5549","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Oncogenesis & Cancer Research"
"CLINICAL MICROBIOLOGY REVIEWS","0893-8512","1098-6618","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904","English","Microbiology"
"CLINICAL NEPHROLOGY","0301-0430","0301-0430","DUSTRI-VERLAG DR KARL FEISTLE","BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032","English","Medical Research, Organs & Systems"
"CLINICAL NEUROPHARMACOLOGY","0362-5664","1537-162X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Neurosciences & Behavior"
"CLINICAL NEUROPHYSIOLOGY","1388-2457","1872-8952","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Neurosciences & Behavior"
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","0009-921X","1528-1132","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Medical Research, Organs & Systems"
"CLINICAL PHARMACOKINETICS","0312-5963","1179-1926","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Pharmacology & Toxicology"
"CLINICAL PHARMACOLOGY & THERAPEUTICS","0009-9236","1532-6535","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Toxicology"
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING","1475-0961","1475-097X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Physiology"
"CLINICAL RESEARCH IN CARDIOLOGY","1861-0684","1861-0692","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Cardiovascular & Hematology Research"
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","1080-0549","1559-0267","HUMANA PRESS INC","999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512","English","Immunology"
"CLINICAL SCIENCE","0143-5221","1470-8736","PORTLAND PRESS LTD","5TH FLR, 90 HIGH HOLBORN, LONDON, England, WC1V 6LJ","English","Medical Research, General Topics"
"CLINICAL TOXICOLOGY","1556-3650","1556-9519","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Toxicology"
"CLINICAL & TRANSLATIONAL IMMUNOLOGY","2050-0068","2050-0068","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Immunology"
"CLINICS AND RESEARCH IN HEPATOLOGY AND GASTROENTEROLOGY","2210-7401","2210-741X","ELSEVIER MASSON, CORPORATION OFFICE","65 CAMILLE DESMOULINS CS50083 ISSY-LES-MOULINEAUX, PARIS, FRANCE, 92442","English","Medical Research, Organs & Systems"
"CNS DRUGS","1172-7047","1179-1934","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627","English","Neurosciences & Behavior"
"CNS NEUROSCIENCE & THERAPEUTICS","1755-5930","1755-5949","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Neurosciences & Behavior"
"COLLOIDS AND SURFACES B-BIOINTERFACES","0927-7765","1873-4367","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Biochemistry & Biophysics"
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","1386-2073","1875-5402","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Chemistry & Analysis"
"COMMUNICATIONS BIOLOGY","2399-3642","2399-3642","NATURE RESEARCH","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, 14197","English","Multidisciplinary"
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","1095-6433","1531-4332","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","Multi-Language","Physiology"
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY","1096-4959","1879-1107","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","Multi-Language","Biochemistry & Biophysics"
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","1532-0456","1878-1659","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Pharmacology & Toxicology"
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS","1744-117X","1878-0407","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Molecular Biology & Genetics"
"COMPARATIVE MEDICINE","1532-0820","1532-0820","AMER ASSOC LABORATORY ANIMAL SCIENCE","9190 CRESTWYN HILLS DR, MEMPHIS, USA, TN, 38125","English","Animal & Plant Sciences"
"COMPTES RENDUS BIOLOGIES","1631-0691","1768-3238","CENTRE MERSENNE POUR LՃDITION SCIENTIFIQUE OUVERTE","Cellule Mathdoc Batiment Ceta, 150 Rue de la Chimie CS 40700, Grenolde Cedex 9, France, 38058","French","Experimental Biology"
"COMPUTATIONAL BIOLOGY AND CHEMISTRY","1476-9271","1476-928X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Multidisciplinary"
"COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE","0169-2607","1872-7565","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Multidisciplinary"
"COMPUTERS IN BIOLOGY AND MEDICINE","0010-4825","1879-0534","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Multidisciplinary"
"CONNECTIVE TISSUE RESEARCH","0300-8207","1607-8438","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Medical Research, Organs & Systems"
"CONTEMPORARY CLINICAL TRIALS","1551-7144","1559-2030","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, General Topics"
"CONTRACEPTION","0010-7824","1879-0518","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Medical Research, Organs & Systems"
"CORTEX","0010-9452","1973-8102","ELSEVIER MASSON, CORPORATION OFFICE","65 CAMILLE DESMOULINS CS50083 ISSY-LES-MOULINEAUX, PARIS, FRANCE, 92442","English","Neurosciences & Behavior"
"CPT-PHARMACOMETRICS & SYSTEMS PHARMACOLOGY","2163-8306","2163-8306","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Pharmacology & Toxicology"
"CRISPR JOURNAL","2573-1599","2573-1602","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Molecular Biology & Genetics"
"CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY","1040-9238","1549-7798","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Biochemistry & Biophysics"
"CRITICAL REVIEWS IN IMMUNOLOGY","1040-8401","2162-6472","BEGELL HOUSE INC","50 NORTH ST, DANBURY, USA, CT, 06810","English","Immunology"
"CRITICAL REVIEWS IN MICROBIOLOGY","1040-841X","1549-7828","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Microbiology"
"CRITICAL REVIEWS IN PLANT SCIENCES","0735-2689","1549-7836","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Animal & Plant Sciences"
"CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS","0743-4863","2162-660X","BEGELL HOUSE INC","50 NORTH ST, DANBURY, USA, CT, 06810","English","Pharmacology & Toxicology"
"CRITICAL REVIEWS IN TOXICOLOGY","1040-8444","1547-6898","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Pharmacology & Toxicology"
"CRYOBIOLOGY","0011-2240","1090-2392","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Experimental Biology"
"CRYOLETTERS","0143-2044","1742-0644","CRYO LETTERS","C/O ROYAL VETERINARY COLLEGE, ROYAL COLLEGE ST, LONDON, ENGLAND, NW1 0TU","Multi-Language","Experimental Biology"
"CURRENT BIOLOGY","0960-9822","1879-0445","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139","English","Experimental Biology"
"CURRENT DRUG METABOLISM","1389-2002","1875-5453","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Pharmacology & Toxicology"
"CURRENT EYE RESEARCH","0271-3683","1460-2202","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Medical Research, Organs & Systems"
"CURRENT GENE THERAPY","1566-5232","1875-5631","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Molecular Biology & Genetics"
"CURRENT GENETICS","0172-8083","1432-0983","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Molecular Biology & Genetics"
"CURRENT MEDICINAL CHEMISTRY","0929-8673","1875-533X","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Pharmacology & Toxicology"
"CURRENT MICROBIOLOGY","0343-8651","1432-0991","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Microbiology"
"CURRENT MOLECULAR MEDICINE","1566-5240","1875-5666","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR","English","Medical Research, Diagnosis & Treatment"
"CURRENT OPINION IN BEHAVIORAL SCIENCES","2352-1546","2352-1554","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Neurosciences & Behavior"
"CURRENT OPINION IN BIOTECHNOLOGY","0958-1669","1879-0429","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Microbiology"
"CURRENT OPINION IN CELL BIOLOGY","0955-0674","1879-0410","CURRENT BIOLOGY LTD","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR","English","Cell & Developmental Biology"
"CURRENT OPINION IN CHEMICAL BIOLOGY","1367-5931","1879-0402","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Biochemistry & Biophysics"
"CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE","1363-1950","1473-6519","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Endocrinology, Nutrition & Metabolism"
